Amp training started. 2016-02-26T18:37:25

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 16 cores.

Training on 1021 images.
Hashing images...
 1021 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included: Cu, Pd
Symmetry functions for each element:
 Pd: 20
 Cu: 20
Hidden-layer structure:
 Pd: [2, 7]
 Cu: [2, 7]
Initializing with random weights.
Initializing with random scalings.
Calculating atomic fingerprints...
No saved fingerprint file found.
 Calculating 1021 of 1021 fingerprints (0 exist in file).
  Processor 0 calculations stored in file /tmp/fp-XIfIFb.db.
  Processor 1 calculations stored in file /tmp/fp-YZfsRQ.db.
  Processor 2 calculations stored in file /tmp/fp-aXBdZY.db.
  Processor 3 calculations stored in file /tmp/fp-mtmvV0.db.
  Processor 4 calculations stored in file /tmp/fp-7EElDw.db.
  Processor 5 calculations stored in file /tmp/fp-wIGv9O.db.
  Processor 6 calculations stored in file /tmp/fp-o8X4Xf.db.
  Processor 7 calculations stored in file /tmp/fp-3n5a_r.db.
  Processor 8 calculations stored in file /tmp/fp-0Ik0gQ.db.
  Processor 9 calculations stored in file /tmp/fp-Pzn2e9.db.
  Processor 10 calculations stored in file /tmp/fp-aoJej4.db.
  Processor 11 calculations stored in file /tmp/fp-kAIOPx.db.
  Processor 12 calculations stored in file /tmp/fp-EP6tnM.db.
  Processor 13 calculations stored in file /tmp/fp-O5L8HC.db.
  Processor 14 calculations stored in file /tmp/fp-M6RyKQ.db.
  Processor 15 calculations stored in file /tmp/fp-lJQqdQ.db.
 Calculated 1021 new images. 0.5 min.
 Reading calculated fingerprints...
 ...child fingerprints read and saved to ./fingerprints.db. 0.4 min.
 ...all fingerprint operations complete. 0.9 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.

Starting global search...
Simulated annealing started. 
step   temp newcost newlogp oldlogp pratio   rand accpt?(%)
 1709  2.34 12.88 -5.49 -3.38 0.12 0.78 False(49)
 1710  2.35 15.78 -6.73 -3.38 0.04 0.21 False(49)
 1711  2.35 14.02 -5.97 -3.38 0.07 0.87 False(49)
 1712  2.35 21.17 -9.01 -3.38 0.00 0.98 False(49)
 1713  2.35 21.26 -9.05 -3.37 0.00 0.14 False(49)
 1714  2.35 34.21 -14.55 -3.37 0.00 0.96 False(49)
 1715  2.35  7.67 -3.26 -3.37 1.12 0.97 True(49)
 1716  2.35 52.71 -22.40 -3.26 0.00 0.35 False(49)
 1717  2.35 27.52 -11.69 -3.26 0.00 0.09 False(49)
 1718  2.36 15.95 -6.77 -3.26 0.03 0.21 False(49)
 1719  2.36 13.87 -5.89 -3.26 0.07 0.84 False(49)
 1720  2.36 40.81 -17.31 -3.25 0.00 0.59 False(49)
 1721  2.36 10.06 -4.27 -3.25 0.36 0.90 False(49)
 1722  2.36  8.60 -3.64 -3.25 0.67 0.99 False(49)
 1723  2.36 14.47 -6.13 -3.25 0.06 0.79 False(49)
 1724  2.36 12.85 -5.44 -3.25 0.11 0.04 True(49)
 1725  2.36 20.92 -8.85 -5.44 0.03 0.34 False(49)
 1726  2.36 79.21 -33.50 -5.44 0.00 0.94 False(49)
 1727  2.37 38.73 -16.37 -5.43 0.00 0.13 False(49)
 1728  2.37 27.12 -11.46 -5.43 0.00 0.92 False(49)
 1729  2.37 40.66 -17.17 -5.43 0.00 0.82 False(49)
 1730  2.37  7.92 -3.34 -5.42 8.02 0.45 True(49)
 1731  2.37 20.23 -8.53 -3.34 0.01 0.13 False(49)
 1732  2.37 19.76 -8.33 -3.34 0.01 0.51 False(49)
 1733  2.37 50.21 -21.16 -3.34 0.00 0.26 False(49)
 1734  2.37 18.20 -7.67 -3.34 0.01 0.69 False(49)
 1735  2.38 14.51 -6.11 -3.33 0.06 0.71 False(49)
 1736  2.38 14.17 -5.96 -3.33 0.07 0.59 False(49)
 1737  2.38  7.22 -3.04 -3.33 1.34 0.73 True(49)
 1738  2.38 24.35 -10.24 -3.03 0.00 0.62 False(49)
 1739  2.38 33.63 -14.13 -3.03 0.00 0.10 False(49)
 1740  2.38 62.03 -26.05 -3.03 0.00 0.82 False(49)
 1741  2.38  7.89 -3.31 -3.03 0.75 0.32 True(49)
 1742  2.38 15.50 -6.50 -3.31 0.04 0.98 False(49)
 1743  2.38 10.05 -4.22 -3.31 0.40 0.24 True(49)
 1744  2.39 12.75 -5.34 -4.21 0.32 0.82 False(49)
 1745  2.39 14.76 -6.18 -4.21 0.14 0.81 False(49)
 1746  2.39 18.80 -7.87 -4.21 0.03 0.91 False(49)
 1747  2.39 17.45 -7.30 -4.21 0.05 0.07 False(49)
 1748  2.39 35.81 -14.98 -4.21 0.00 0.53 False(48)
 1749  2.39 22.03 -9.21 -4.20 0.01 0.75 False(48)
 1750  2.39 30.44 -12.72 -4.20 0.00 0.41 False(48)
 1751  2.39  9.46 -3.95 -4.20 1.28 0.50 True(48)
 1752  2.40 15.97 -6.67 -3.95 0.07 0.20 False(48)
 1753  2.40 18.84 -7.86 -3.95 0.02 0.93 False(48)
 1754  2.40 20.89 -8.71 -3.94 0.01 0.21 False(48)
 1755  2.40  8.78 -3.66 -3.94 1.32 0.06 True(48)
 1756  2.40 29.55 -12.31 -3.66 0.00 0.98 False(48)
 1757  2.40 21.10 -8.79 -3.66 0.01 0.48 False(48)
 1758  2.40 15.38 -6.40 -3.66 0.06 0.63 False(48)
 1759  2.40 16.74 -6.97 -3.65 0.04 0.19 False(48)
 1760  2.41 31.30 -13.01 -3.65 0.00 0.12 False(48)
 1761  2.41 22.83 -9.49 -3.65 0.00 0.32 False(48)
 1762  2.41 22.00 -9.14 -3.65 0.00 0.66 False(48)
 1763  2.41 21.96 -9.12 -3.65 0.00 0.94 False(48)
 1764  2.41 31.15 -12.93 -3.65 0.00 0.12 False(48)
 1765  2.41 14.81 -6.14 -3.64 0.08 0.61 False(48)
 1766  2.41 20.81 -8.63 -3.64 0.01 0.04 False(48)
 1767  2.41 17.80 -7.37 -3.64 0.02 0.56 False(48)
 1768  2.41 34.55 -14.31 -3.64 0.00 0.14 False(48)
 1769  2.42 28.80 -11.92 -3.64 0.00 0.05 False(48)
 1770  2.42 22.85 -9.45 -3.63 0.00 0.91 False(48)
 1771  2.42 12.93 -5.34 -3.63 0.18 0.09 True(48)
 1772  2.42 41.12 -16.99 -5.34 0.00 0.79 False(48)
 1773  2.42 28.42 -11.74 -5.34 0.00 0.10 False(48)
 1774  2.42 52.39 -21.63 -5.34 0.00 0.11 False(48)
 1775  2.42 21.09 -8.70 -5.33 0.03 0.30 False(48)
 1776  2.42 20.77 -8.57 -5.33 0.04 0.38 False(48)
 1777  2.43 13.50 -5.56 -5.33 0.79 0.54 True(48)
 1778  2.43 15.30 -6.31 -5.56 0.48 0.23 True(48)
 1779  2.43 26.16 -10.78 -6.30 0.01 0.71 False(48)
 1780  2.43 16.39 -6.75 -6.30 0.64 0.50 True(48)
 1781  2.43 13.46 -5.54 -6.74 3.33 0.56 True(48)
 1782  2.43 70.33 -28.92 -5.54 0.00 0.04 False(48)
 1783  2.43 68.27 -28.06 -5.53 0.00 0.99 False(48)
 1784  2.43 68.19 -28.01 -5.53 0.00 0.44 False(48)
 1785  2.44 10.96 -4.50 -5.53 2.79 0.03 True(48)
 1786  2.44 46.28 -18.99 -4.50 0.00 0.42 False(48)
 1787  2.44 13.97 -5.73 -4.50 0.29 0.65 False(48)
 1788  2.44 15.73 -6.45 -4.50 0.14 0.67 False(48)
 1789  2.44 19.51 -7.99 -4.49 0.03 0.41 False(48)
 1790  2.44 33.37 -13.67 -4.49 0.00 0.17 False(48)
 1791  2.44 23.84 -9.76 -4.49 0.01 0.27 False(48)
 1792  2.44 41.48 -16.97 -4.49 0.00 0.25 False(48)
 1793  2.45 21.86 -8.94 -4.48 0.01 0.96 False(48)
 1794  2.45 46.74 -19.10 -4.48 0.00 0.27 False(48)
 1795  2.45 22.30 -9.11 -4.48 0.01 0.11 False(48)
 1796  2.45 45.73 -18.68 -4.48 0.00 0.87 False(48)
 1797  2.45  7.52 -3.07 -4.48 4.08 0.88 True(48)
 1798  2.45 12.43 -5.07 -3.07 0.13 0.69 False(48)
 1799  2.45 18.93 -7.72 -3.07 0.01 0.41 False(48)
 1800  2.45 15.83 -6.45 -3.06 0.03 0.86 False(48)
 1801  2.45  8.72 -3.55 -3.06 0.61 0.48 True(48)
 1802  2.46  6.46 -2.63 -3.55 2.51 0.91 True(48)
 1803  2.46 29.53 -12.02 -2.63 0.00 0.93 False(48)
 1804  2.46  6.66 -2.71 -2.63 0.92 0.28 True(48)
 1805  2.46  8.61 -3.50 -2.71 0.45 0.56 False(48)
 1806  2.46 36.42 -14.80 -2.70 0.00 0.40 False(48)
 1807  2.46 21.02 -8.54 -2.70 0.00 0.20 False(48)
 1808  2.46 32.89 -13.35 -2.70 0.00 0.41 False(48)
 1809  2.46 22.82 -9.26 -2.70 0.00 0.08 False(48)
 1810  2.47 44.13 -17.90 -2.70 0.00 0.48 False(47)
 1811  2.47 55.34 -22.43 -2.70 0.00 0.66 False(47)
 1812  2.47 55.52 -22.49 -2.70 0.00 0.21 False(47)
 1813  2.47 22.32 -9.04 -2.69 0.00 0.62 False(47)
 1814  2.47 38.25 -15.48 -2.69 0.00 0.37 False(47)
 1815  2.47 11.37 -4.60 -2.69 0.15 0.13 True(47)
 1816  2.47  9.30 -3.76 -4.60 2.31 0.29 True(47)
 1817  2.47 44.54 -18.00 -3.76 0.00 0.07 False(47)
 1818  2.48 28.25 -11.41 -3.76 0.00 0.16 False(47)
 1819  2.48 111.88 -45.17 -3.76 0.00 0.48 False(47)
 1820  2.48 69.94 -28.22 -3.75 0.00 0.46 False(47)
 1821  2.48 18.20 -7.34 -3.75 0.03 0.81 False(47)
 1822  2.48 12.98 -5.23 -3.75 0.23 0.90 False(47)
 1823  2.48 22.94 -9.24 -3.75 0.00 0.61 False(47)
 1824  2.48 48.13 -19.38 -3.75 0.00 0.91 False(47)
 1825  2.48 27.45 -11.05 -3.74 0.00 0.59 False(47)
 1826  2.49 18.31 -7.37 -3.74 0.03 0.03 False(47)
 1827  2.49 11.33 -4.55 -3.74 0.44 0.09 True(47)
 1828  2.49  9.06 -3.64 -4.55 2.48 0.61 True(47)
 1829  2.49 11.85 -4.76 -3.64 0.33 0.51 False(47)
 1830  2.49 22.79 -9.15 -3.64 0.00 0.45 False(47)
 1831  2.49 47.72 -19.15 -3.64 0.00 0.55 False(47)
 1832  2.49 16.08 -6.45 -3.64 0.06 0.83 False(47)
 1833  2.49  4.98 -2.00 -3.63 5.14 0.22 True(47)
 1834  2.50  7.22 -2.89 -2.00 0.41 0.02 True(47)
 1835  2.50 13.51 -5.41 -2.89 0.08 0.23 False(47)
 1836  2.50  9.82 -3.93 -2.89 0.35 0.00 True(47)
 1837  2.50 38.08 -15.24 -3.93 0.00 0.95 False(47)
 1838  2.50 15.03 -6.01 -3.93 0.12 0.20 False(47)
 1839  2.50 12.41 -4.96 -3.92 0.35 0.54 False(47)
 1840  2.50 20.68 -8.26 -3.92 0.01 0.14 False(47)
 1841  2.50  9.97 -3.98 -3.92 0.94 0.32 True(47)
 1842  2.51 37.94 -15.14 -3.98 0.00 0.47 False(47)
 1843  2.51  9.10 -3.63 -3.98 1.41 0.50 True(47)
 1844  2.51 12.04 -4.80 -3.63 0.31 0.91 False(47)
 1845  2.51 12.75 -5.08 -3.63 0.23 0.46 False(47)
 1846  2.51 12.97 -5.16 -3.62 0.21 0.45 False(47)
 1847  2.51 18.06 -7.19 -3.62 0.03 0.57 False(47)
 1848  2.51 58.12 -23.12 -3.62 0.00 0.42 False(47)
 1849  2.51  8.30 -3.30 -3.62 1.37 0.37 True(47)
 1850  2.52 11.30 -4.49 -3.30 0.30 0.63 False(47)
 1851  2.52 21.83 -8.67 -3.30 0.00 0.85 False(47)
 1852  2.52 25.78 -10.24 -3.30 0.00 0.90 False(47)
 1853  2.52 16.04 -6.37 -3.29 0.05 0.48 False(47)
 1854  2.52 10.22 -4.06 -3.29 0.47 0.33 True(47)
 1855  2.52  9.86 -3.91 -4.05 1.16 0.66 True(47)
 1856  2.52 36.76 -14.57 -3.91 0.00 0.04 False(47)
 1857  2.52 27.07 -10.72 -3.90 0.00 0.84 False(47)
 1858  2.53 98.54 -39.01 -3.90 0.00 0.39 False(47)
 1859  2.53 23.00 -9.10 -3.90 0.01 0.08 False(47)
 1860  2.53 51.43 -20.34 -3.90 0.00 0.46 False(47)
 1861  2.53 63.55 -25.12 -3.90 0.00 0.58 False(47)
 1862  2.53 23.76 -9.39 -3.90 0.00 0.67 False(47)
 1863  2.53 27.15 -10.72 -3.89 0.00 0.61 False(47)
 1864  2.53 27.76 -10.96 -3.89 0.00 0.32 False(47)
 1865  2.53 19.71 -7.78 -3.89 0.02 0.10 False(47)
 1866  2.54 17.23 -6.79 -3.89 0.05 0.14 False(47)
 1867  2.54 14.36 -5.66 -3.89 0.17 0.02 True(47)
 1868  2.54 17.26 -6.80 -5.66 0.32 0.95 False(47)
 1869  2.54 19.57 -7.71 -5.65 0.13 0.76 False(47)
 1870  2.54 82.38 -32.42 -5.65 0.00 0.97 False(47)
 1871  2.54 82.26 -32.36 -5.65 0.00 0.18 False(47)
 1872  2.54 38.13 -14.99 -5.65 0.00 0.32 False(47)
 1873  2.54 31.61 -12.42 -5.64 0.00 0.84 False(47)
 1874  2.55 26.52 -10.41 -5.64 0.01 0.39 False(47)
 1875  2.55 22.16 -8.70 -5.64 0.05 0.75 False(47)
 1876  2.55 16.78 -6.58 -5.63 0.39 0.58 False(46)
 1877  2.55 21.37 -8.38 -5.63 0.06 0.57 False(46)
 1878  2.55 16.52 -6.47 -5.63 0.43 0.04 True(46)
 1879  2.55 53.31 -20.88 -6.47 0.00 0.57 False(46)
 1880  2.55 23.38 -9.15 -6.47 0.07 0.48 False(46)
 1881  2.56 19.26 -7.54 -6.46 0.34 0.77 False(46)
 1882  2.56 12.44 -4.87 -6.46 4.93 0.31 True(46)
 1883  2.56 26.69 -10.43 -4.86 0.00 0.54 False(46)
 1884  2.56 66.07 -25.82 -4.86 0.00 0.84 False(46)
 1885  2.56 14.09 -5.50 -4.86 0.52 0.12 True(46)
 1886  2.56 19.56 -7.64 -5.50 0.12 0.21 False(46)
 1887  2.56 27.65 -10.79 -5.50 0.01 0.16 False(46)
 1888  2.56 57.29 -22.34 -5.50 0.00 0.86 False(46)
 1889  2.57 12.62 -4.92 -5.49 1.78 0.39 True(46)
 1890  2.57 17.04 -6.64 -4.92 0.18 0.43 False(46)
 1891  2.57 18.72 -7.29 -4.91 0.09 0.88 False(46)
 1892  2.57 38.09 -14.83 -4.91 0.00 0.96 False(46)
 1893  2.57 29.65 -11.53 -4.91 0.00 0.12 False(46)
 1894  2.57 27.09 -10.53 -4.91 0.00 0.98 False(46)
 1895  2.57 16.00 -6.22 -4.90 0.27 0.24 True(46)
 1896  2.57 17.08 -6.64 -6.22 0.66 0.24 True(46)
 1897  2.58 28.50 -11.06 -6.63 0.01 0.28 False(46)
 1898  2.58 23.63 -9.17 -6.63 0.08 0.98 False(46)
 1899  2.58 42.42 -16.45 -6.63 0.00 0.22 False(46)
 1900  2.58  7.90 -3.06 -6.62 35.11 0.10 True(46)
 1901  2.58 17.27 -6.69 -3.06 0.03 0.23 False(46)
 1902  2.58 16.00 -6.20 -3.06 0.04 0.95 False(46)
 1903  2.58  7.72 -2.99 -3.06 1.07 0.53 True(46)
 1904  2.58 18.71 -7.24 -2.99 0.01 0.74 False(46)
 1905  2.59  8.71 -3.37 -2.98 0.68 0.28 True(46)
 1906  2.59 12.63 -4.88 -3.37 0.22 0.21 True(46)
 1907  2.59 23.68 -9.15 -4.88 0.01 0.18 False(46)
 1908  2.59 14.27 -5.51 -4.88 0.53 0.46 True(46)
 1909  2.59 16.47 -6.36 -5.51 0.43 0.63 False(46)
 1910  2.59 14.27 -5.51 -5.51 1.00 0.45 True(46)
 1911  2.59 29.14 -11.24 -5.50 0.00 0.03 False(46)
 1912  2.59 13.38 -5.16 -5.50 1.41 0.62 True(46)
 1913  2.60 44.27 -17.05 -5.15 0.00 0.27 False(46)
 1914  2.60 62.34 -24.00 -5.15 0.00 0.33 False(46)
 1915  2.60 32.36 -12.45 -5.15 0.00 0.89 False(46)
 1916  2.60 24.62 -9.47 -5.15 0.01 0.32 False(46)
 1917  2.60 16.25 -6.25 -5.14 0.33 0.32 True(46)
 1918  2.60 24.05 -9.24 -6.25 0.05 0.38 False(46)
 1919  2.60 27.49 -10.56 -6.24 0.01 0.45 False(46)
 1920  2.61 60.94 -23.39 -6.24 0.00 0.12 False(46)
 1921  2.61 27.96 -10.73 -6.24 0.01 0.84 False(46)
 1922  2.61 24.07 -9.23 -6.23 0.05 0.15 False(46)
 1923  2.61 51.49 -19.73 -6.23 0.00 0.08 False(46)
 1924  2.61 30.77 -11.79 -6.23 0.00 0.65 False(46)
 1925  2.61 30.13 -11.54 -6.22 0.00 0.44 False(46)
 1926  2.61 19.93 -7.63 -6.22 0.25 0.02 True(46)
 1927  2.61 27.92 -10.68 -7.62 0.05 0.26 False(46)
 1928  2.62 10.93 -4.18 -7.62 31.18 0.25 True(46)
 1929  2.62 25.54 -9.76 -4.18 0.00 0.45 False(46)
 1930  2.62 21.96 -8.39 -4.17 0.01 0.17 False(46)
 1931  2.62 14.43 -5.51 -4.17 0.26 0.59 False(46)
 1932  2.62 15.57 -5.94 -4.17 0.17 0.78 False(46)
 1933  2.62 21.25 -8.10 -4.17 0.02 0.58 False(46)
 1934  2.62 15.27 -5.82 -4.17 0.19 0.17 True(46)
 1935  2.62 71.34 -27.18 -5.82 0.00 0.09 False(46)
 1936  2.63 43.05 -16.39 -5.82 0.00 0.92 False(46)
 1937  2.63 32.40 -12.33 -5.81 0.00 0.50 False(46)
 1938  2.63 26.10 -9.93 -5.81 0.02 0.15 False(46)
 1939  2.63  9.58 -3.64 -5.81 8.71 0.44 True(46)
 1940  2.63  9.97 -3.79 -3.64 0.86 0.25 True(46)
 1941  2.63 25.02 -9.50 -3.79 0.00 0.59 False(46)
 1942  2.63 25.02 -9.50 -3.79 0.00 0.72 False(46)
 1943  2.64 16.99 -6.45 -3.78 0.07 0.65 False(46)
 1944  2.64 22.82 -8.65 -3.78 0.01 0.42 False(46)
 1945  2.64 42.29 -16.03 -3.78 0.00 0.38 False(46)
 1946  2.64 27.58 -10.45 -3.78 0.00 0.54 False(46)
 1947  2.64 25.09 -9.50 -3.78 0.00 0.99 False(46)
 1948  2.64 82.62 -31.27 -3.77 0.00 0.01 False(46)
 1949  2.64 36.85 -13.94 -3.77 0.00 0.20 False(46)
 1950  2.64 37.55 -14.20 -3.77 0.00 0.69 False(46)
 1951  2.65 16.69 -6.31 -3.77 0.08 0.63 False(46)
 1952  2.65 16.90 -6.38 -3.77 0.07 0.31 False(46)
 1953  2.65 27.86 -10.52 -3.77 0.00 0.47 False(46)
 1954  2.65 21.55 -8.13 -3.76 0.01 0.07 False(46)
 1955  2.65 30.72 -11.59 -3.76 0.00 0.26 False(46)
 1956  2.65 13.90 -5.24 -3.76 0.23 0.41 False(46)
 1957  2.65  7.19 -2.71 -3.76 2.86 0.09 True(46)
 1958  2.66 11.50 -4.33 -2.71 0.20 0.68 False(46)
 1959  2.66 58.26 -21.93 -2.71 0.00 0.15 False(46)
 1960  2.66  8.81 -3.31 -2.70 0.54 0.36 True(46)
 1961  2.66 18.28 -6.87 -3.31 0.03 0.06 False(46)
 1962  2.66 44.11 -16.58 -3.31 0.00 0.13 False(46)
 1963  2.66 14.29 -5.37 -3.31 0.13 0.91 False(45)
 1964  2.66 23.25 -8.73 -3.31 0.00 0.63 False(45)
 1965  2.66 38.76 -14.55 -3.30 0.00 0.35 False(45)
 1966  2.67 14.18 -5.32 -3.30 0.13 0.18 False(45)
 1967  2.67 12.47 -4.68 -3.30 0.25 0.99 False(45)
 1968  2.67 16.01 -6.00 -3.30 0.07 0.72 False(45)
 1969  2.67 35.42 -13.27 -3.30 0.00 0.11 False(45)
 1970  2.67 19.21 -7.19 -3.30 0.02 0.39 False(45)
 1971  2.67 88.30 -33.04 -3.30 0.00 0.47 False(45)
 1972  2.67 22.87 -8.55 -3.29 0.01 0.66 False(45)
 1973  2.68  7.66 -2.86 -3.29 1.54 0.89 True(45)
 1974  2.68 53.37 -19.94 -2.86 0.00 0.09 False(45)
 1975  2.68  9.97 -3.72 -2.86 0.42 0.46 False(45)
 1976  2.68 21.19 -7.91 -2.86 0.01 0.96 False(45)
 1977  2.68  9.27 -3.46 -2.86 0.55 0.16 True(45)
 1978  2.68 14.20 -5.29 -3.46 0.16 0.67 False(45)
 1979  2.68 12.36 -4.61 -3.45 0.32 0.71 False(45)
 1980  2.68 19.59 -7.30 -3.45 0.02 0.99 False(45)
 1981  2.69 11.51 -4.28 -3.45 0.43 0.73 False(45)
 1982  2.69 23.89 -8.89 -3.45 0.00 0.69 False(45)
 1983  2.69 30.65 -11.40 -3.45 0.00 0.21 False(45)
 1984  2.69 19.76 -7.34 -3.45 0.02 0.34 False(45)
 1985  2.69 38.13 -14.17 -3.44 0.00 0.54 False(45)
 1986  2.69 10.07 -3.74 -3.44 0.74 0.33 True(45)
 1987  2.69 30.35 -11.27 -3.74 0.00 0.51 False(45)
 1988  2.70 14.14 -5.25 -3.74 0.22 0.19 True(45)
 1989  2.70 17.20 -6.38 -5.24 0.32 0.27 True(45)
 1990  2.70 13.15 -4.87 -6.37 4.49 0.69 True(45)
 1991  2.70 14.77 -5.47 -4.87 0.55 0.85 False(45)
 1992  2.70 13.58 -5.03 -4.87 0.85 0.10 True(45)
 1993  2.70 28.08 -10.39 -5.03 0.00 0.18 False(45)
 1994  2.70 15.06 -5.57 -5.02 0.58 0.68 False(45)
 1995  2.70 49.98 -18.48 -5.02 0.00 0.38 False(45)
 1996  2.71 25.52 -9.43 -5.02 0.01 0.51 False(45)
 1997  2.71 32.52 -12.01 -5.02 0.00 0.74 False(45)
 1998  2.71 37.75 -13.94 -5.01 0.00 0.91 False(45)
 1999  2.71 24.98 -9.22 -5.01 0.01 0.38 False(45)
Simulated annealing exited.  10.4 min.


Initial parameters saved in file ./initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 5.000e-04
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
    0        2016-02-26T18:48:49  4.185e+00    6.402e-02
    1        2016-02-26T18:48:49  3.497e+05    1.851e+01
    2        2016-02-26T18:48:49  3.916e+00    6.193e-02
    3        2016-02-26T18:48:50  3.467e+00    5.827e-02
    4        2016-02-26T18:48:51  3.685e+00    6.007e-02
    5        2016-02-26T18:48:51  3.284e+00    5.671e-02
    6        2016-02-26T18:48:52  2.956e+00    5.381e-02
    7        2016-02-26T18:48:52  2.863e+00    5.295e-02
    8        2016-02-26T18:48:53  2.723e+00    5.164e-02
    9        2016-02-26T18:48:53  2.472e+00    4.920e-02
   10        2016-02-26T18:48:54  2.160e+00    4.600e-02
   11        2016-02-26T18:48:55  1.820e+00    4.222e-02
   12        2016-02-26T18:48:55  1.956e+00    4.377e-02
   13        2016-02-26T18:48:56  1.685e+00    4.063e-02
   14        2016-02-26T18:48:56  1.591e+00    3.948e-02
   15        2016-02-26T18:48:57  1.430e+00    3.742e-02
   16        2016-02-26T18:48:57  1.155e+00    3.363e-02
   17        2016-02-26T18:48:58  9.517e-01    3.053e-02
   18        2016-02-26T18:48:59  8.387e-01    2.866e-02
   19        2016-02-26T18:48:59  7.599e-01    2.728e-02
   20        2016-02-26T18:49:00  7.284e-01    2.671e-02
   21        2016-02-26T18:49:00  6.737e-01    2.569e-02
   22        2016-02-26T18:49:01  6.160e-01    2.456e-02
   23        2016-02-26T18:49:02  6.048e-01    2.434e-02
   24        2016-02-26T18:49:02  5.909e-01    2.406e-02
   25        2016-02-26T18:49:03  5.858e-01    2.395e-02
   26        2016-02-26T18:49:04  5.779e-01    2.379e-02
   27        2016-02-26T18:49:04  5.702e-01    2.363e-02
   28        2016-02-26T18:49:05  5.619e-01    2.346e-02
   29        2016-02-26T18:49:05  5.468e-01    2.314e-02
   30        2016-02-26T18:49:06  5.473e-01    2.315e-02
   31        2016-02-26T18:49:06  5.362e-01    2.292e-02
   32        2016-02-26T18:49:07  5.547e-01    2.331e-02
   33        2016-02-26T18:49:07  5.330e-01    2.285e-02
   34        2016-02-26T18:49:08  5.286e-01    2.275e-02
   35        2016-02-26T18:49:09  5.248e-01    2.267e-02
   36        2016-02-26T18:49:09  5.234e-01    2.264e-02
   37        2016-02-26T18:49:10  5.228e-01    2.263e-02
   38        2016-02-26T18:49:10  5.220e-01    2.261e-02
   39        2016-02-26T18:49:11  5.206e-01    2.258e-02
   40        2016-02-26T18:49:11  5.181e-01    2.253e-02
   41        2016-02-26T18:49:12  5.152e-01    2.246e-02
   42        2016-02-26T18:49:13  5.133e-01    2.242e-02
   43        2016-02-26T18:49:13  5.104e-01    2.236e-02
   44        2016-02-26T18:49:14  5.088e-01    2.232e-02
   45        2016-02-26T18:49:14  5.075e-01    2.230e-02
   46        2016-02-26T18:49:15  5.059e-01    2.226e-02
   47        2016-02-26T18:49:15  5.049e-01    2.224e-02
   48        2016-02-26T18:49:16  5.036e-01    2.221e-02
   49        2016-02-26T18:49:17  5.022e-01    2.218e-02
   50        2016-02-26T18:49:17  5.002e-01    2.213e-02
   51        2016-02-26T18:49:18  4.991e-01    2.211e-02
   52        2016-02-26T18:49:18  4.978e-01    2.208e-02
   53        2016-02-26T18:49:19  4.958e-01    2.204e-02
   54        2016-02-26T18:49:19  4.930e-01    2.197e-02
   55        2016-02-26T18:49:20  4.911e-01    2.193e-02
   56        2016-02-26T18:49:21  4.902e-01    2.191e-02
   57        2016-02-26T18:49:21  4.892e-01    2.189e-02
   58        2016-02-26T18:49:22  4.881e-01    2.187e-02
   59        2016-02-26T18:49:23  4.865e-01    2.183e-02
   60        2016-02-26T18:49:23  4.853e-01    2.180e-02
   61        2016-02-26T18:49:24  4.847e-01    2.179e-02
   62        2016-02-26T18:49:25  4.835e-01    2.176e-02
   63        2016-02-26T18:49:27  4.816e-01    2.172e-02
   64        2016-02-26T18:49:27  4.792e-01    2.166e-02
   65        2016-02-26T18:49:28  4.757e-01    2.159e-02
   66        2016-02-26T18:49:28  4.751e-01    2.157e-02
   67        2016-02-26T18:49:29  4.739e-01    2.154e-02
   68        2016-02-26T18:49:29  4.702e-01    2.146e-02
   69        2016-02-26T18:49:30  4.648e-01    2.134e-02
   70        2016-02-26T18:49:30  4.639e-01    2.132e-02
   71        2016-02-26T18:49:31  4.629e-01    2.129e-02
   72        2016-02-26T18:49:32  4.596e-01    2.122e-02
   73        2016-02-26T18:49:32  4.544e-01    2.110e-02
   74        2016-02-26T18:49:33  4.480e-01    2.095e-02
   75        2016-02-26T18:49:33  4.432e-01    2.083e-02
   76        2016-02-26T18:49:34  4.352e-01    2.065e-02
   77        2016-02-26T18:49:34  4.211e-01    2.031e-02
   78        2016-02-26T18:49:35  3.989e-01    1.977e-02
   79        2016-02-26T18:49:35  3.940e-01    1.965e-02
   80        2016-02-26T18:49:36  3.851e-01    1.942e-02
   81        2016-02-26T18:49:37  3.687e-01    1.900e-02
   82        2016-02-26T18:49:37  3.715e-01    1.907e-02
   83        2016-02-26T18:49:38  3.609e-01    1.880e-02
   84        2016-02-26T18:49:38  3.502e-01    1.852e-02
   85        2016-02-26T18:49:39  3.432e-01    1.833e-02
   86        2016-02-26T18:49:39  3.349e-01    1.811e-02
   87        2016-02-26T18:49:40  3.289e-01    1.795e-02
   88        2016-02-26T18:49:41  3.226e-01    1.778e-02
   89        2016-02-26T18:49:41  3.146e-01    1.755e-02
   90        2016-02-26T18:49:42  3.141e-01    1.754e-02
