Neural: BP training started. 2015-09-11T15:52:17
Parallel processing over 48 cores.

Training on 642 images.
Hashing images...
 642 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (3, 30)
 Cu: (3, 30)
Symmetry functions for each element:
 Pd: 20
 Cu: 20
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file ../neighborlists.json loaded with 642 entries.
 Calculating 0 of 642 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from ../fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 642 fingerprints. (642 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file ../fingerprint-derivatives.json
 ...fingerprint derivatives read. 1.3 min.
 Calculating 0 of 642 fingerprint derivatives. (642 exist in file.)
 ...all fingerprint operations complete. 2.4 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.3 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.1 min.
Initial parameters saved in file ./initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-09-11T15:57:50  3.068e+02  6.892e-01  2.697e-01
    1  2015-09-11T15:59:00  7.081e+07  3.321e+02  2.685e-01
    2  2015-09-11T16:00:13  1.598e+03  1.577e+00  2.763e-01
    3  2015-09-11T16:01:22  4.566e+01  2.612e-01  2.686e-01
    4  2015-09-11T16:02:30  1.307e+03  1.426e+00  2.766e-01
    5  2015-09-11T16:03:38  2.567e+01  1.924e-01  2.729e-01
    6  2015-09-11T16:04:48  2.062e+01  1.707e-01  2.721e-01
    7  2015-09-11T16:05:59  1.772e+01  1.574e-01  2.662e-01
    8  2015-09-11T16:07:17  1.391e+01  1.373e-01  2.650e-01
    9  2015-09-11T16:08:24  1.995e+01  1.683e-01  2.618e-01
   10  2015-09-11T16:09:31  1.265e+01  1.301e-01  2.639e-01
   11  2015-09-11T16:10:39  1.289e+01  1.316e-01  2.629e-01
   12  2015-09-11T16:11:45  1.201e+01  1.262e-01  2.630e-01
   13  2015-09-11T16:12:54  1.064e+01  1.174e-01  2.632e-01
   14  2015-09-11T16:14:12  1.375e+01  1.325e-01  3.115e-01
   15  2015-09-11T16:15:22  9.283e+00  1.074e-01  2.709e-01
   16  2015-09-11T16:16:32  1.766e+01  1.414e-01  4.332e-01
   17  2015-09-11T16:17:44  8.644e+00  1.006e-01  2.887e-01
   18  2015-09-11T16:18:55  7.883e+00  9.539e-02  2.819e-01
   19  2015-09-11T16:20:08  6.856e+00  8.891e-02  2.633e-01
   20  2015-09-11T16:21:22  5.480e+00  7.770e-02  2.499e-01
   21  2015-09-11T16:22:37  2.108e+01  1.697e-01  3.175e-01
   22  2015-09-11T16:23:47  5.232e+00  7.507e-02  2.507e-01
   23  2015-09-11T16:24:58  4.791e+00  7.091e-02  2.467e-01
   24  2015-09-11T16:26:12  4.082e+00  6.356e-02  2.408e-01
