step   temp newcost newlogp oldlogp pratio   rand accpt?(%)
==== ====== ====== ====== ====== ====== ====== ========
  677 94.34 37551912.68 -398058.50 -378909.71 0.00 0.01 False(8)
  678 94.38 62779404.01 -665142.87 -378720.35 0.00 0.64 False(8)
  679 94.43 36567054.63 -387231.47 -378531.09 0.00 0.97 False(8)
  680 94.48 41909878.76 -443588.19 -378341.92 0.00 0.29 False(8)
  681 94.53 37056262.30 -392019.87 -378152.84 0.00 0.46 False(8)
  682 94.57 39431609.50 -416940.31 -377963.86 0.00 0.79 False(8)
  683 94.62 40643133.96 -429535.91 -377774.97 0.00 0.85 False(8)
  684 94.67 819787029.96 -8659568.20 -377586.18 0.00 0.64 False(8)
  685 94.72 37118090.64 -391889.59 -377397.48 0.00 0.03 False(8)
  686 94.76 39238629.62 -414071.02 -377208.87 0.00 0.91 False(8)
  687 94.81 38064023.53 -401475.09 -377020.36 0.00 0.88 False(8)
  688 94.86 42342051.13 -446373.82 -376831.95 0.00 0.69 False(8)
  689 94.91 36908947.59 -388903.09 -376643.63 0.00 0.11 False(8)
  690 94.95 59435674.42 -625950.27 -376455.40 0.00 0.01 False(8)
  691 95.00 92838506.15 -977245.52 -376267.26 0.00 0.37 False(8)
  692 95.05 48746865.55 -512867.46 -376079.22 0.00 0.85 False(8)
  693 95.10 220475677.05 -2318473.00 -375891.28 0.00 0.56 False(8)
  694 95.14 38648012.43 -406210.76 -375703.43 0.00 0.21 False(8)
  695 95.19 38716911.69 -406731.57 -375515.67 0.00 0.50 False(8)
  696 95.24 47795676.93 -501855.51 -375328.00 0.00 0.75 False(8)
  697 95.29 59108424.13 -620329.40 -375140.43 0.00 0.69 False(8)
  698 95.33 39743808.82 -416893.74 -374952.96 0.00 0.86 False(8)
  699 95.38 39714717.47 -416380.40 -374765.58 0.00 0.90 False(8)
  700 95.43 1546917072.81 -16210213.66 -374578.29 0.00 1.00 False(8)
  701 95.48 37275776.54 -390419.33 -374391.09 0.00 1.00 False(8)
  702 95.52 36889699.39 -386182.54 -374203.99 0.00 0.15 False(8)
  703 95.57 73763915.37 -771817.09 -374016.98 0.00 0.31 False(8)
  704 95.62 72682102.66 -760117.65 -373830.07 0.00 0.04 False(8)
  705 95.67 37817194.19 -395298.84 -373643.24 0.00 0.59 False(8)
  706 95.72 43091461.41 -450205.06 -373456.52 0.00 0.94 False(8)
  707 95.76 45721953.86 -477448.83 -373269.88 0.00 0.29 False(8)
  708 95.81 37570720.52 -392133.99 -373083.34 0.00 0.50 False(8)
  709 95.86 40884879.35 -426511.35 -372896.89 0.00 0.92 False(8)
  710 95.91 35443605.90 -369563.16 -372710.54 inf 1.00 True(8)
  711 95.95 37077195.28 -386403.06 -369378.47 0.00 0.64 False(8)
  712 96.00 119373857.65 -1243442.82 -369193.88 0.00 0.19 False(8)
  713 96.05 35439811.91 -368969.87 -369009.37 142745415351923520.00 0.84 True(8)
  714 96.10 42291290.50 -440081.73 -368785.48 0.00 0.07 False(8)
  715 96.15 38427031.73 -399670.55 -368601.18 0.00 0.54 False(8)
  716 96.19 61288664.82 -637130.48 -368416.97 0.00 0.35 False(8)
  717 96.24 40184832.42 -417535.39 -368232.85 0.00 0.28 False(8)
  718 96.29 41524729.89 -431241.80 -368048.83 0.00 0.52 False(8)
  719 96.34 34925133.50 -362522.54 -367864.90 inf 0.09 True(8)
  720 96.39 83379155.03 -865042.28 -362341.37 0.00 0.62 False(8)
  721 96.44 36485779.36 -378343.59 -362160.29 0.00 0.19 False(8)
  722 96.48 45911145.47 -475843.11 -361979.30 0.00 0.24 False(8)
  723 96.53 35366713.40 -366372.84 -361798.40 0.00 0.42 False(8)
  724 96.58 57593657.00 -596329.28 -361617.59 0.00 0.84 False(8)
  725 96.63 35157556.72 -363842.20 -361436.87 0.00 0.29 False(8)
  726 96.68 40381624.37 -417696.73 -361256.25 0.00 0.85 False(8)
  727 96.73 36368104.73 -375993.96 -361075.71 0.00 0.43 False(8)
  728 96.77 36337311.94 -375487.86 -360895.26 0.00 0.93 False(8)
  729 96.82 41406815.22 -427659.22 -360714.90 0.00 0.67 False(8)
  730 96.87 68952635.42 -711802.96 -360534.64 0.00 0.86 False(8)
  731 96.92 39811871.64 -410775.39 -360354.46 0.00 1.00 False(8)
  732 96.97 44082779.42 -454614.94 -360174.37 0.00 0.25 False(8)
  733 97.02 36784893.50 -379164.04 -359994.37 0.00 0.73 False(8)
  734 97.06 81952427.63 -844310.85 -359814.47 0.00 0.69 False(8)
  735 97.11 38005395.38 -391353.04 -359634.65 0.00 0.15 False(8)
  736 97.16 36946610.98 -380260.28 -359454.92 0.00 0.48 False(8)
  737 97.21 72188478.97 -742603.78 -359275.28 0.00 0.60 False(8)
  738 97.26 36279980.23 -373026.10 -359095.74 0.00 0.47 False(8)
  739 97.31 58939291.33 -605703.37 -358916.28 0.00 0.96 False(8)
  740 97.36 60687637.76 -623358.98 -358736.91 0.00 0.38 False(8)
  741 97.40 36649012.03 -376255.77 -358557.63 0.00 0.49 False(8)
  742 97.45 59493260.26 -610480.18 -358378.44 0.00 0.11 False(8)
  743 97.50 41207576.53 -422633.37 -358199.34 0.00 0.62 False(8)
  744 97.55 36592528.46 -375112.93 -358020.33 0.00 0.92 False(8)
  745 97.60 38290788.03 -392325.76 -357841.41 0.00 0.67 False(8)
  746 97.65 362562457.66 -3712942.83 -357662.58 0.00 0.96 False(8)
  747 97.70 40005340.76 -409483.41 -357483.84 0.00 0.14 False(8)
  748 97.75 1030849073.49 -10546207.91 -357305.19 0.00 0.54 False(8)
  749 97.79 67675637.68 -692016.59 -357126.62 0.00 0.32 False(8)
  750 97.84 40622978.04 -415182.29 -356948.15 0.00 0.19 False(8)
  751 97.89 35349410.03 -361103.86 -356769.76 0.00 0.57 False(8)
  752 97.94 46267434.62 -472398.26 -356591.47 0.00 0.61 False(8)
  753 97.99 98042650.13 -1000531.63 -356413.26 0.00 0.03 False(8)
  754 98.04 38557840.46 -393288.63 -356235.14 0.00 0.87 False(8)
  755 98.09 47665310.76 -485941.54 -356057.11 0.00 0.39 False(8)
  756 98.14 35655710.11 -363323.58 -355879.17 0.00 0.84 False(8)
  757 98.19 58308318.43 -593851.59 -355701.32 0.00 0.76 False(8)
  758 98.24 38491476.97 -391827.48 -355523.56 0.00 0.61 False(8)
  759 98.28 39970607.95 -406681.09 -355345.89 0.00 0.74 False(8)
  760 98.33 302100333.51 -3072184.78 -355168.31 0.00 0.83 False(8)
  761 98.38 37080459.65 -376898.27 -354990.81 0.00 0.32 False(8)
  762 98.43 37308676.14 -379028.43 -354813.40 0.00 0.24 False(8)
  763 98.48 38902262.31 -395020.57 -354636.09 0.00 0.06 False(8)
  764 98.53 54273633.16 -550828.82 -354458.86 0.00 0.50 False(8)
  765 98.58 41631269.60 -422308.98 -354281.71 0.00 0.19 False(8)
  766 98.63 59203920.51 -600266.40 -354104.66 0.00 0.65 False(8)
  767 98.68 36335124.89 -368216.41 -353927.70 0.00 0.60 False(8)
  768 98.73 38890870.25 -393919.11 -353750.82 0.00 0.12 False(8)
  769 98.78 73887842.14 -748023.56 -353574.04 0.00 0.66 False(8)
  770 98.83 41999427.94 -424980.08 -353397.34 0.00 1.00 False(8)
  771 98.88 39701687.37 -401529.14 -353220.73 0.00 0.99 False(8)
  772 98.93 71635937.96 -724139.04 -353044.21 0.00 0.89 False(8)
  773 98.98 35732756.01 -361027.62 -352867.77 0.00 0.69 False(8)
  774 99.02 35952926.61 -363070.59 -352691.43 0.00 0.16 False(8)
  775 99.07 36633801.51 -369761.53 -352515.17 0.00 0.91 False(8)
  776 99.12 37924676.82 -382599.62 -352339.00 0.00 0.46 False(8)
  777 99.17 43641866.72 -440056.93 -352162.92 0.00 0.69 False(8)
  778 99.22 38147279.50 -384460.77 -351986.92 0.00 0.10 False(8)
  779 99.27 39579073.92 -398691.51 -351811.02 0.00 0.56 False(8)
  780 99.32 170164186.81 -1713256.67 -351635.20 0.00 0.24 False(8)
  781 99.37 36586721.88 -368180.41 -351459.47 0.00 0.09 False(8)
  782 99.42 39332533.05 -395614.32 -351283.83 0.00 0.97 False(8)
  783 99.47 41015378.68 -412334.54 -351108.27 0.00 0.35 False(8)
  784 99.52 142750475.89 -1434377.49 -350932.81 0.00 0.90 False(8)
  785 99.57 55580416.19 -558200.98 -350757.43 0.00 0.71 False(8)
  786 99.62 60542613.86 -607733.08 -350582.14 0.00 0.17 False(8)
  787 99.67 37563649.63 -376879.40 -350406.93 0.00 0.57 False(7)
  788 99.72 39149013.19 -392589.20 -350231.82 0.00 0.31 False(7)
  789 99.77 38349190.81 -384376.33 -350056.79 0.00 0.69 False(7)
  790 99.82 37519233.01 -375869.68 -349881.85 0.00 0.19 False(7)
  791 99.87 51378972.82 -514460.06 -349707.00 0.00 0.31 False(7)
  792 99.92 38631635.71 -386627.06 -349532.23 0.00 0.84 False(7)
  793 99.97 38033879.74 -380454.47 -349357.55 0.00 0.11 False(7)
  794 100.02 39378704.01 -393709.95 -349182.96 0.00 0.14 False(7)
  795 100.07 41641402.48 -416124.44 -349008.46 0.00 0.91 False(7)
  796 100.12 37171989.80 -371275.76 -348834.04 0.00 0.21 False(7)
  797 100.17 36335023.02 -362734.72 -348659.71 0.00 0.23 False(7)
  798 100.22 43279043.59 -431841.37 -348485.47 0.00 0.92 False(7)
  799 100.27 36579127.55 -364806.73 -348311.31 0.00 0.53 False(7)
  800 100.32 36444317.68 -363280.62 -348137.24 0.00 0.96 False(7)
  801 100.37 39992106.68 -398446.12 -347963.26 0.00 0.47 False(7)
  802 100.42 38453085.69 -382921.21 -347789.37 0.00 0.14 False(7)
  803 100.47 49854183.06 -496206.83 -347615.56 0.00 0.48 False(7)
  804 100.52 57550324.47 -572521.52 -347441.84 0.00 0.41 False(7)
  805 100.57 40116670.72 -398888.79 -347268.20 0.00 0.49 False(7)
  806 100.62 38833475.65 -385936.73 -347094.66 0.00 0.13 False(7)
  807 100.67 38972387.02 -387123.70 -346921.19 0.00 0.35 False(7)
  808 100.72 150997652.15 -1499152.66 -346747.82 0.00 0.89 False(7)
  809 100.77 36583903.69 -363035.10 -346574.53 0.00 0.97 False(7)
  810 100.82 39347063.18 -390259.79 -346401.33 0.00 0.06 False(7)
  811 100.87 42917036.73 -425455.47 -346228.22 0.00 0.10 False(7)
  812 100.92 36010403.06 -356808.57 -346055.19 0.00 0.32 False(7)
  813 100.97 36764219.61 -364095.70 -345882.25 0.00 0.77 False(7)
  814 101.02 38534823.16 -381440.21 -345709.40 0.00 0.84 False(7)
  815 101.08 106503893.76 -1053710.97 -345536.63 0.00 0.76 False(7)
  816 101.13 43543601.92 -430589.34 -345363.95 0.00 0.30 False(7)
  817 101.18 37845696.48 -374057.47 -345191.35 0.00 0.41 False(7)
  818 101.23 39209697.28 -387345.24 -345018.84 0.00 0.47 False(7)
  819 101.28 35772472.35 -353212.93 -344846.42 0.00 0.33 False(7)
  820 101.33 51062344.43 -503931.26 -344674.08 0.00 0.58 False(7)
  821 101.38 49912349.73 -492335.86 -344501.83 0.00 0.51 False(7)
  822 101.43 38017578.33 -374818.32 -344329.66 0.00 0.17 False(7)
  823 101.48 37710348.27 -371603.52 -344157.59 0.00 0.65 False(7)
  824 101.53 50504116.17 -497426.54 -343985.59 0.00 0.05 False(7)
  825 101.58 199053310.50 -1959541.61 -343813.69 0.00 0.35 False(7)
  826 101.63 35099561.61 -345358.13 -343641.86 0.00 0.39 False(7)
  827 101.68 39722577.13 -390650.44 -343470.13 0.00 0.22 False(7)
  828 101.73 38629574.33 -379711.48 -343298.48 0.00 0.54 False(7)
  829 101.78 38191816.88 -375220.91 -343126.92 0.00 0.93 False(7)
  830 101.84 38361187.01 -376696.56 -342955.44 0.00 0.39 False(7)
  831 101.89 36198184.77 -355278.82 -342784.05 0.00 0.45 False(7)
  832 101.94 517047319.39 -5072192.47 -342612.74 0.00 0.71 False(7)
  833 101.99 122172627.12 -1197904.66 -342441.52 0.00 0.71 False(7)
  834 102.04 40659830.56 -398471.09 -342270.38 0.00 0.28 False(7)
  835 102.09 36916583.55 -361606.02 -342099.34 0.00 0.84 False(7)
  836 102.14 42749715.20 -418533.56 -341928.37 0.00 0.38 False(7)
  837 102.19 46449270.99 -454526.15 -341757.49 0.00 0.24 False(7)
  838 102.24 83805077.95 -819659.00 -341586.70 0.00 0.80 False(7)
  839 102.29 42142493.12 -411970.39 -341415.99 0.00 0.73 False(7)
  840 102.35 39642945.01 -387342.01 -341245.37 0.00 0.10 False(7)
  841 102.40 52257258.10 -510338.36 -341074.83 0.00 0.20 False(7)
  842 102.45 38776385.45 -378496.47 -340904.38 0.00 0.25 False(7)
  843 102.50 39510131.40 -385465.83 -340734.01 0.00 0.87 False(7)
  844 102.55 39610725.09 -386254.11 -340563.73 0.00 0.13 False(7)
  845 102.60 35781943.59 -348744.33 -340393.53 0.00 0.46 False(7)
  846 102.65 39603600.39 -385798.74 -340223.42 0.00 0.91 False(7)
  847 102.70 41053776.03 -399725.77 -340053.39 0.00 0.13 False(7)
  848 102.76 86397040.70 -840796.34 -339883.45 0.00 0.27 False(7)
  849 102.81 35285466.57 -343218.52 -339713.60 0.00 0.12 False(7)
  850 102.86 82673573.93 -803756.45 -339543.82 0.00 0.79 False(7)
  851 102.91 37844291.61 -367740.15 -339374.14 0.00 0.72 False(7)
  852 102.96 160193578.25 -1555853.41 -339204.53 0.00 0.54 False(7)
  853 103.01 66759187.14 -648063.44 -339035.02 0.00 0.81 False(7)
  854 103.06 38567457.31 -374205.70 -338865.58 0.00 0.43 False(7)
  855 103.12 37017795.93 -358990.41 -338696.24 0.00 0.04 False(7)
  856 103.17 52703768.10 -510854.08 -338526.97 0.00 0.60 False(7)
  857 103.22 43178545.99 -418317.59 -338357.79 0.00 0.39 False(7)
  858 103.27 37327314.29 -361449.61 -338188.70 0.00 0.37 False(7)
  859 103.32 39775280.82 -384961.39 -338019.69 0.00 0.45 False(7)
  860 103.37 36090367.97 -349122.74 -337850.76 0.00 0.73 False(7)
  861 103.43 36491446.88 -352826.20 -337681.92 0.00 0.82 False(7)
  862 103.48 476955772.04 -4609255.19 -337513.17 0.00 0.76 False(7)
  863 103.53 42812817.23 -413532.23 -337344.49 0.00 0.38 False(7)
  864 103.58 64110437.67 -618938.08 -337175.91 0.00 0.40 False(7)
  865 103.63 158986543.54 -1534128.48 -337007.40 0.00 0.15 False(7)
  866 103.68 35916871.53 -346403.90 -336838.98 0.00 0.66 False(7)
  867 103.74 39068329.84 -376610.15 -336670.65 0.00 0.87 False(7)
  868 103.79 43434415.92 -418489.02 -336502.40 0.00 0.85 False(7)
  869 103.84 39227213.94 -377763.90 -336334.23 0.00 0.76 False(7)
  870 103.89 36554462.81 -351848.99 -336166.15 0.00 0.30 False(7)
  871 103.94 38458716.40 -369993.07 -335998.15 0.00 0.96 False(7)
  872 104.00 36344894.60 -349482.25 -335830.23 0.00 0.63 False(7)
  873 104.05 37867412.65 -363940.39 -335662.40 0.00 0.94 False(7)
  874 104.10 37663430.29 -361799.03 -335494.65 0.00 0.25 False(7)
  875 104.15 40328116.70 -387202.70 -335326.99 0.00 0.83 False(7)
  876 104.20 37225399.48 -357233.94 -335159.41 0.00 0.51 False(7)
  877 104.26 39827177.24 -382010.92 -334991.91 0.00 0.19 False(7)
  878 104.31 35235327.47 -337798.31 -334824.50 0.00 0.28 False(7)
  879 104.36 36328370.35 -348103.17 -334657.17 0.00 0.95 False(7)
  880 104.41 36978485.18 -354155.58 -334489.93 0.00 0.61 False(7)
  881 104.47 126170016.95 -1207769.45 -334322.77 0.00 0.22 False(7)
  882 104.52 58122635.75 -556104.09 -334155.69 0.00 0.42 False(7)
  883 104.57 61296708.60 -586179.80 -333988.70 0.00 0.91 False(7)
  884 104.62 35630457.16 -340563.42 -333821.78 0.00 0.27 False(7)
  885 104.67 41521981.37 -396677.51 -333654.96 0.00 0.12 False(7)
  886 104.73 36086373.07 -344576.49 -333488.21 0.00 0.07 False(7)
  887 104.78 44059107.43 -420495.17 -333321.55 0.00 0.03 False(7)
  888 104.83 39950656.76 -381094.03 -333154.97 0.00 0.27 False(7)
  889 104.88 37291646.34 -355551.64 -332988.48 0.00 0.64 False(7)
  890 104.94 35605497.68 -339305.66 -332822.07 0.00 0.34 False(7)
  891 104.99 42893253.39 -408550.68 -332655.74 0.00 0.21 False(7)
  892 105.04 34654064.07 -329908.90 -332489.50 inf 0.68 True(7)
  893 105.09 40716065.70 -387425.83 -329744.03 0.00 0.67 False(7)
  894 105.15 76074840.05 -723513.63 -329579.24 0.00 0.48 False(7)
  895 105.20 35768441.24 -340007.57 -329414.53 0.00 0.29 False(7)
  896 105.25 72469817.02 -688539.17 -329249.90 0.00 0.62 False(7)
  897 105.30 34730562.31 -329811.81 -329085.36 0.00 0.81 False(7)
  898 105.36 38321604.75 -363731.56 -328920.90 0.00 0.56 False(7)
  899 105.41 46540751.58 -441523.27 -328756.52 0.00 0.67 False(7)
  900 105.46 36212604.73 -343370.42 -328592.23 0.00 0.36 False(7)
  901 105.51 36869642.32 -349425.78 -328428.01 0.00 0.70 False(7)
  902 105.57 39311503.67 -372381.92 -328263.88 0.00 0.75 False(7)
  903 105.62 36691514.58 -347390.13 -328099.83 0.00 0.88 False(7)
  904 105.67 39320243.75 -372092.52 -327935.86 0.00 0.34 False(7)
  905 105.73 69998895.31 -662077.51 -327771.98 0.00 0.70 False(7)
  906 105.78 38243991.21 -361546.17 -327608.17 0.00 0.50 False(7)
  907 105.83 36015050.24 -340304.34 -327444.45 0.00 0.26 False(7)
  908 105.88 35269274.83 -333091.00 -327280.81 0.00 0.17 False(7)
  909 105.94 66792167.79 -630485.08 -327117.25 0.00 0.71 False(7)
  910 105.99 41125531.39 -388010.70 -326953.78 0.00 0.42 False(7)
  911 106.04 41968484.98 -395765.91 -326790.38 0.00 0.38 False(7)
  912 106.10 44840983.28 -422642.46 -326627.07 0.00 0.95 False(7)
  913 106.15 442037595.91 -4164281.81 -326463.83 0.00 0.17 False(7)
  914 106.20 48941573.65 -460831.06 -326300.68 0.00 0.79 False(6)
  915 106.26 58609105.83 -551584.19 -326137.62 0.00 0.05 False(6)
  916 106.31 44542335.95 -418988.99 -325974.63 0.00 0.33 False(6)
  917 106.36 37396088.43 -351591.78 -325811.72 0.00 0.27 False(6)
  918 106.42 38119050.38 -358209.84 -325648.90 0.00 0.06 False(6)
  919 106.47 51261638.53 -481471.77 -325486.15 0.00 0.95 False(6)
  920 106.52 53728119.45 -504385.85 -325323.49 0.00 0.22 False(6)
  921 106.58 35822377.24 -336123.26 -325160.91 0.00 0.33 False(6)
  922 106.63 39236343.63 -367972.70 -324998.41 0.00 0.11 False(6)
  923 106.68 38418252.05 -360120.28 -324836.00 0.00 0.89 False(6)
  924 106.74 40065904.57 -375377.15 -324673.66 0.00 0.97 False(6)
  925 106.79 38524092.35 -360751.55 -324511.40 0.00 0.42 False(6)
  926 106.84 38311798.19 -358584.27 -324349.23 0.00 0.63 False(6)
  927 106.90 49620042.72 -464193.16 -324187.13 0.00 0.59 False(6)
  928 106.95 36848055.41 -344539.55 -324025.12 0.00 0.84 False(6)
  929 107.00 39671373.08 -370752.98 -323863.19 0.00 0.39 False(6)
  930 107.06 36726500.09 -343059.83 -323701.34 0.00 0.02 False(6)
  931 107.11 50880851.70 -475037.18 -323539.57 0.00 0.25 False(6)
  932 107.16 457363601.02 -4267934.40 -323377.88 0.00 0.62 False(6)
  933 107.22 58007498.94 -541032.29 -323216.27 0.00 0.66 False(6)
  934 107.27 219578580.15 -2046972.10 -323054.75 0.00 0.37 False(6)
  935 107.32 37988019.23 -353957.82 -322893.30 0.00 0.27 False(6)
  936 107.38 35671967.36 -332211.63 -322731.93 0.00 0.94 False(6)
  937 107.43 35519488.59 -330626.28 -322570.65 0.00 0.97 False(6)
  938 107.48 44315498.21 -412296.09 -322409.44 0.00 0.91 False(6)
  939 107.54 35249709.73 -327787.23 -322248.32 0.00 0.34 False(6)
  940 107.59 58569296.09 -544364.00 -322087.28 0.00 0.85 False(6)
  941 107.65 39158820.30 -363774.20 -321926.31 0.00 0.47 False(6)
  942 107.70 38155605.66 -354277.49 -321765.43 0.00 0.42 False(6)
  943 107.75 35826342.53 -332483.88 -321604.63 0.00 0.97 False(6)
  944 107.81 37639890.35 -349139.81 -321443.90 0.00 0.78 False(6)
  945 107.86 67302085.97 -623968.19 -321283.26 0.00 0.54 False(6)
  946 107.92 43426577.27 -402413.40 -321122.70 0.00 0.00 False(6)
  947 107.97 40287177.99 -373135.52 -320962.22 0.00 0.51 False(6)
  948 108.02 34638340.72 -320656.26 -320801.82 1636123628059011516524980858716164763862053572018321481413951488.00 0.96 True(6)
  949 108.08 38364752.66 -354975.16 -320496.02 0.00 0.25 False(6)
  950 108.13 72852283.56 -673738.91 -320335.85 0.00 0.41 False(6)
  951 108.19 94728093.05 -875608.90 -320175.76 0.00 0.37 False(6)
  952 108.24 96638751.00 -892823.44 -320015.75 0.00 0.05 False(6)
  953 108.29 48517446.19 -448017.64 -319855.83 0.00 0.93 False(6)
  954 108.35 39829826.10 -367611.00 -319695.98 0.00 0.21 False(6)
  955 108.40 37195447.79 -343125.34 -319536.21 0.00 0.36 False(6)
  956 108.46 120971258.40 -1115393.49 -319376.52 0.00 0.92 False(6)
  957 108.51 36177946.46 -333405.47 -319216.91 0.00 0.79 False(6)
  958 108.56 42990251.71 -395987.71 -319057.38 0.00 0.94 False(6)
  959 108.62 37053517.67 -341133.26 -318897.93 0.00 0.75 False(6)
  960 108.67 37077528.19 -341183.73 -318738.57 0.00 0.56 False(6)
  961 108.73 38559412.61 -354642.56 -318579.28 0.00 0.61 False(6)
  962 108.78 34651287.59 -318539.08 -318420.07 0.00 0.80 False(6)
  963 108.84 34379597.28 -315883.57 -318260.94 inf 0.92 True(6)
  964 108.89 35684813.45 -327712.19 -315725.71 0.00 0.42 False(6)
  965 108.95 40690601.23 -373496.19 -315567.92 0.00 0.98 False(6)
  966 109.00 163539894.08 -1500371.09 -315410.22 0.00 0.80 False(6)
  967 109.05 41129411.26 -377146.76 -315252.59 0.00 0.30 False(6)
  968 109.11 59292894.26 -543429.79 -315095.05 0.00 0.53 False(6)
  969 109.16 146863688.10 -1345358.81 -314937.58 0.00 0.07 False(6)
  970 109.22 42902791.57 -392818.70 -314780.19 0.00 0.30 False(6)
  971 109.27 46701096.66 -427382.36 -314622.88 0.00 0.98 False(6)
  972 109.33 35176229.96 -321752.34 -314465.64 0.00 0.34 False(6)
  973 109.38 39481588.87 -360952.41 -314308.49 0.00 0.24 False(6)
  974 109.44 39829775.69 -363953.66 -314151.41 0.00 0.32 False(6)
  975 109.49 79664896.61 -727592.37 -313994.42 0.00 0.51 False(6)
  976 109.55 35252951.42 -321809.99 -313837.50 0.00 0.99 False(6)
  977 109.60 53158515.48 -485020.17 -313680.66 0.00 0.17 False(6)
  978 109.66 50727138.20 -462604.89 -313523.89 0.00 0.03 False(6)
  979 109.71 37013779.14 -337377.56 -313367.21 0.00 0.54 False(6)
  980 109.77 34724821.18 -316355.72 -313210.61 0.00 0.91 False(6)
  981 109.82 35284157.97 -321290.84 -313054.08 0.00 0.56 False(6)
  982 109.87 102892252.31 -936449.07 -312897.63 0.00 0.33 False(6)
  983 109.93 57404748.28 -522194.40 -312741.26 0.00 0.78 False(6)
  984 109.98 36132081.97 -328518.85 -312584.97 0.00 0.63 False(6)
  985 110.04 34985600.08 -317935.88 -312428.75 0.00 0.86 False(6)
  986 110.09 48624591.58 -441661.03 -312272.62 0.00 0.92 False(6)
  987 110.15 44113546.74 -400486.61 -312116.56 0.00 0.89 False(6)
  988 110.20 574923800.98 -5216860.44 -311960.58 0.00 0.54 False(6)
  989 110.26 38320320.15 -347544.94 -311804.68 0.00 0.85 False(6)
  990 110.32 52756036.31 -478230.10 -311648.85 0.00 0.51 False(6)
  991 110.37 39908927.58 -361591.08 -311493.10 0.00 0.38 False(6)
  992 110.43 34985761.34 -316826.78 -311337.44 0.00 0.16 False(6)
  993 110.48 37145761.16 -336219.37 -311181.84 0.00 0.09 False(6)
  994 110.54 72466516.98 -655592.17 -311026.33 0.00 0.64 False(6)
  995 110.59 36379020.41 -328950.29 -310870.90 0.00 0.82 False(6)
  996 110.65 226384295.53 -2046013.44 -310715.54 0.00 0.33 False(6)
  997 110.70 58031791.36 -524216.96 -310560.26 0.00 0.78 False(6)
  998 110.76 51431712.40 -464364.47 -310405.06 0.00 0.02 False(6)
  999 110.81 37638721.01 -339661.06 -310249.93 0.00 0.03 False(6)
 1000 110.87 37066382.54 -334328.98 -310094.88 0.00 0.81 False(6)
 1001 110.92 34952887.70 -315108.26 -309939.91 0.00 0.18 False(6)
 1002 110.98 37236936.94 -335531.72 -309785.02 0.00 0.23 False(6)
 1003 111.03 37311099.36 -336031.96 -309630.21 0.00 0.74 False(6)
 1004 111.09 40702921.73 -366396.26 -309475.47 0.00 0.01 False(6)
 1005 111.15 34750157.03 -312654.81 -309320.81 0.00 0.02 False(6)
 1006 111.20 358121969.29 -3220491.97 -309166.22 0.00 0.86 False(6)
 1007 111.26 69359927.95 -623422.97 -309011.72 0.00 0.29 False(6)
 1008 111.31 37728074.15 -338939.13 -308857.29 0.00 0.66 False(6)
 1009 111.37 48797468.15 -438164.58 -308702.94 0.00 0.16 False(6)
 1010 111.42 70580113.25 -633439.64 -308548.66 0.00 0.29 False(6)
 1011 111.48 62626431.63 -561776.36 -308394.47 0.00 0.54 False(6)
 1012 111.54 46910969.05 -420594.03 -308240.35 0.00 0.66 False(6)
 1013 111.59 48388740.33 -433626.61 -308086.30 0.00 0.40 False(6)
 1014 111.65 40934720.44 -366645.49 -307932.34 0.00 0.59 False(6)
 1015 111.70 41576924.44 -372211.49 -307778.45 0.00 0.58 False(6)
 1016 111.76 44105269.74 -394648.82 -307624.64 0.00 0.46 False(6)
 1017 111.81 41863818.61 -374405.37 -307470.90 0.00 0.79 False(6)
 1018 111.87 55881120.81 -499518.12 -307317.24 0.00 0.29 False(6)
 1019 111.93 44221173.29 -395092.98 -307163.66 0.00 0.32 False(6)
 1020 111.98 36775722.29 -328407.58 -307010.15 0.00 0.62 False(6)
 1021 112.04 35549394.36 -317297.81 -306856.73 0.00 0.92 False(6)
 1022 112.09 63949263.81 -570496.94 -306703.37 0.00 0.87 False(6)
 1023 112.15 44773906.34 -399232.29 -306550.10 0.00 0.52 False(6)
 1024 112.21 35302017.83 -314617.67 -306396.90 0.00 0.40 False(6)
 1025 112.26 34170678.71 -304382.79 -306243.78 inf 0.14 True(6)
 1026 112.32 39204348.54 -349046.78 -304230.68 0.00 0.92 False(6)
 1027 112.37 41769711.79 -371701.05 -304078.64 0.00 0.73 False(6)
 1028 112.43 209836750.23 -1866365.78 -303926.67 0.00 0.16 False(6)
 1029 112.49 35582735.99 -316327.87 -303774.79 0.00 0.62 False(6)
 1030 112.54 33988643.38 -302005.50 -303622.97 inf 0.51 True(6)
 1031 112.60 34889831.96 -309858.07 -301854.58 0.00 0.51 False(6)
 1032 112.66 36477723.59 -323798.30 -301703.72 0.00 0.40 False(6)
 1033 112.71 45001803.73 -399263.55 -301552.95 0.00 0.67 False(6)
 1034 112.77 42560638.17 -377416.41 -301402.25 0.00 0.76 False(6)
 1035 112.82 34836361.66 -308765.20 -301251.62 0.00 0.81 False(6)
 1036 112.88 35222857.52 -312034.82 -301101.07 0.00 0.49 False(6)
 1037 112.94 35253910.05 -312153.83 -300950.59 0.00 0.49 False(6)
 1038 112.99 44515421.36 -393962.40 -300800.19 0.00 0.46 False(6)
 1039 113.05 36144658.66 -319721.11 -300649.87 0.00 0.83 False(6)
 1040 113.11 452764660.55 -4002972.60 -300499.62 0.00 0.91 False(6)
