Neural: BP training started. 2015-07-21T16:52:06
Parallel processing over 48 cores.

Training on 1056 images.
Hashing images...
 1056 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (3, 30)
 Cu: (3, 30)
Symmetry functions for each element:
 Pd: 32
 Cu: 32
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file a0-neighborlists.json loaded with 1056 entries.
 Calculating 0 of 1056 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from a0-fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 1056 fingerprints. (1056 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file a0-fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.0 min.
 Calculating 0 of 1056 fingerprint derivatives. (1056 exist in file.)
 ...all fingerprint operations complete. 0.0 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.0 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file l3n30-initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-07-21T16:52:15  6.048e+03  2.393e+00  8.788e-19
Force convergence!
    1  2015-07-21T16:52:17  6.051e+09  2.394e+03  0.000e+00
    2  2015-07-21T16:52:19  5.079e+05  2.193e+01  0.000e+00
    3  2015-07-21T16:52:20  3.207e+04  5.511e+00  2.193e-26
    4  2015-07-21T16:52:21  4.846e+03  2.142e+00  3.165e-20
    5  2015-07-21T16:52:23  2.762e+03  1.617e+00  1.939e-20
    6  2015-07-21T16:52:25  3.700e+02  5.919e-01  1.065e-16
    7  2015-07-21T16:52:26  2.573e+04  4.936e+00  5.488e-17
    8  2015-07-21T16:52:28  2.785e+02  5.136e-01  6.174e-17
    9  2015-07-21T16:52:29  1.312e+03  1.114e+00  1.059e-16
   10  2015-07-21T16:52:31  2.680e+02  5.038e-01  1.166e-16
   11  2015-07-21T16:52:32  2.609e+02  4.971e-01  1.019e-16
   12  2015-07-21T16:52:34  2.643e+02  5.003e-01  1.174e-16
   13  2015-07-21T16:52:35  2.514e+02  4.879e-01  1.103e-16
   14  2015-07-21T16:52:37  2.439e+02  4.806e-01  5.552e-17
   15  2015-07-21T16:52:38  2.308e+02  4.675e-01  7.497e-17
   16  2015-07-21T16:52:40  6.899e+02  8.083e-01  9.933e-17
