Neural: BP training started. 2015-07-21T16:57:12
Parallel processing over 48 cores.

Training on 1056 images.
Hashing images...
 1056 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (3, 40)
 Cu: (3, 40)
Symmetry functions for each element:
 Pd: 32
 Cu: 32
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file a0-neighborlists.json loaded with 1056 entries.
 Calculating 0 of 1056 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from a0-fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 1056 fingerprints. (1056 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file a0-fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.0 min.
 Calculating 0 of 1056 fingerprint derivatives. (1056 exist in file.)
 ...all fingerprint operations complete. 0.0 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.0 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file l3n40-initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-07-21T16:57:20  5.989e+03  2.382e+00  6.851e-19
Force convergence!
    1  2015-07-21T16:57:21  6.046e+09  2.393e+03  0.000e+00
    2  2015-07-21T16:57:22  4.566e+05  2.079e+01  0.000e+00
    3  2015-07-21T16:57:23  2.905e+04  5.245e+00  2.191e-26
    4  2015-07-21T16:57:24  4.518e+03  2.069e+00  3.228e-20
    5  2015-07-21T16:57:26  2.106e+03  1.412e+00  1.721e-20
    6  2015-07-21T16:57:27  7.463e+02  8.406e-01  1.244e-16
    7  2015-07-21T16:57:28  7.048e+02  8.169e-01  5.621e-17
    8  2015-07-21T16:57:29  4.871e+03  2.148e+00  3.751e-17
    9  2015-07-21T16:57:31  3.180e+02  5.487e-01  5.421e-17
   10  2015-07-21T16:57:32  1.947e+04  4.294e+00  1.543e-16
   11  2015-07-21T16:57:33  3.096e+02  5.414e-01  3.966e-17
   12  2015-07-21T16:57:34  3.000e+02  5.330e-01  7.321e-17
   13  2015-07-21T16:57:35  9.982e+03  3.075e+00  2.435e-16
   14  2015-07-21T16:57:36  2.951e+02  5.286e-01  8.884e-17
   15  2015-07-21T16:57:37  2.901e+02  5.242e-01  9.705e-17
   16  2015-07-21T16:57:38  3.328e+03  1.775e+00  7.789e-17
