Neural: BP training started. 2015-07-24T14:20:11
Parallel processing over 32 cores.

Training on 2634 images.
Hashing images...
 2634 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (4, 40)
 Cu: (4, 40)
Symmetry functions for each element:
 Pd: 32
 Cu: 32
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file a0-neighborlists.json loaded with 2634 entries.
 Calculating 0 of 2634 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from a0-fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 2634 fingerprints. (2634 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file a0-fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.1 min.
 Calculating 0 of 2634 fingerprint derivatives. (2634 exist in file.)
 ...all fingerprint operations complete. 0.2 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.1 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file l4n40-initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-07-24T14:20:52  1.179e+04  2.112e+00  5.669e-01
    1  2015-07-24T14:20:55  5.772e+10  4.681e+03  5.640e-01
    2  2015-07-24T14:20:57  9.204e+05  1.869e+01  5.640e-01
    3  2015-07-24T14:21:01  6.886e+04  5.112e+00  5.640e-01
    4  2015-07-24T14:21:04  1.572e+04  2.440e+00  5.661e-01
    5  2015-07-24T14:21:06  5.101e+03  1.387e+00  5.665e-01
    6  2015-07-24T14:21:09  2.432e+04  3.036e+00  6.061e-01
    7  2015-07-24T14:21:12  4.047e+03  1.234e+00  5.831e-01
    8  2015-07-24T14:21:15  6.635e+03  1.585e+00  4.360e-01
    9  2015-07-24T14:21:18  3.618e+03  1.166e+00  5.688e-01
   10  2015-07-24T14:21:21  3.694e+03  1.180e+00  5.008e-01
   11  2015-07-24T14:21:24  3.374e+03  1.127e+00  5.303e-01
   12  2015-07-24T14:21:28  3.081e+03  1.078e+00  4.613e-01
   13  2015-07-24T14:21:31  2.565e+03  9.842e-01  3.596e-01
   14  2015-07-24T14:21:35  2.905e+03  1.044e+00  5.498e-01
   15  2015-07-24T14:21:38  2.416e+03  9.547e-01  3.832e-01
   16  2015-07-24T14:21:41  2.195e+03  9.071e-01  5.123e-01
   17  2015-07-24T14:21:45  1.915e+03  8.416e-01  6.845e-01
   18  2015-07-24T14:21:48  2.009e+03  8.649e-01  6.062e-01
   19  2015-07-24T14:21:51  1.844e+03  8.252e-01  6.876e-01
   20  2015-07-24T14:21:55  4.387e+03  1.278e+00  8.998e-01
   21  2015-07-24T14:21:57  1.814e+03  8.184e-01  6.903e-01
   22  2015-07-24T14:21:59  1.758e+03  8.059e-01  6.685e-01
   23  2015-07-24T14:22:02  1.604e+03  7.697e-01  6.442e-01
   24  2015-07-24T14:22:05  1.508e+03  7.433e-01  7.099e-01
