Neural: BP training started. 2015-07-24T14:30:24
Parallel processing over 32 cores.

Training on 2634 images.
Hashing images...
 2634 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (3, 30)
 Cu: (3, 30)
Symmetry functions for each element:
 Pd: 32
 Cu: 32
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file a0-neighborlists.json loaded with 2634 entries.
 Calculating 0 of 2634 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from a0-fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 2634 fingerprints. (2634 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file a0-fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.1 min.
 Calculating 0 of 2634 fingerprint derivatives. (2634 exist in file.)
 ...all fingerprint operations complete. 0.2 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.1 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file l3n30-initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-07-24T14:30:56  1.165e+04  2.101e+00  5.624e-01
    1  2015-07-24T14:30:59  5.741e+10  4.669e+03  5.640e-01
    2  2015-07-24T14:31:03  1.024e+06  1.972e+01  5.640e-01
    3  2015-07-24T14:31:06  7.529e+04  5.345e+00  5.640e-01
    4  2015-07-24T14:31:09  1.699e+04  2.537e+00  5.646e-01
    5  2015-07-24T14:31:13  6.602e+03  1.579e+00  5.832e-01
    6  2015-07-24T14:31:16  9.057e+03  1.849e+00  7.245e-01
    7  2015-07-24T14:31:20  4.086e+03  1.239e+00  6.444e-01
    8  2015-07-24T14:31:23  4.884e+03  1.357e+00  5.601e-01
    9  2015-07-24T14:31:26  3.393e+03  1.130e+00  5.568e-01
   10  2015-07-24T14:31:29  1.407e+04  2.309e+00  5.328e-01
   11  2015-07-24T14:31:31  3.362e+03  1.124e+00  5.555e-01
   12  2015-07-24T14:31:35  3.301e+03  1.114e+00  5.551e-01
   13  2015-07-24T14:31:39  3.124e+03  1.084e+00  5.484e-01
   14  2015-07-24T14:31:43  2.588e+03  9.868e-01  4.632e-01
   15  2015-07-24T14:31:46  3.138e+03  1.081e+00  7.535e-01
   16  2015-07-24T14:31:49  2.492e+03  9.684e-01  4.521e-01
   17  2015-07-24T14:31:52  2.403e+03  9.504e-01  4.788e-01
   18  2015-07-24T14:31:55  2.320e+03  9.332e-01  4.948e-01
   19  2015-07-24T14:31:58  2.147e+03  8.974e-01  4.963e-01
   20  2015-07-24T14:32:02  2.196e+03  9.052e-01  5.978e-01
   21  2015-07-24T14:32:05  2.057e+03  8.768e-01  5.513e-01
   22  2015-07-24T14:32:08  2.112e+03  8.877e-01  5.884e-01
   23  2015-07-24T14:32:11  1.974e+03  8.580e-01  5.745e-01
   24  2015-07-24T14:32:15  2.213e+03  9.090e-01  5.873e-01
   25  2015-07-24T14:32:18  1.945e+03  8.513e-01  5.803e-01
   26  2015-07-24T14:32:21  1.890e+03  8.389e-01  5.906e-01
   27  2015-07-24T14:32:25  1.810e+03  8.199e-01  6.115e-01
   28  2015-07-24T14:32:28  1.667e+03  7.847e-01  6.509e-01
   29  2015-07-24T14:32:31  1.672e+03  7.790e-01  8.322e-01
   30  2015-07-24T14:32:34  1.581e+03  7.606e-01  7.367e-01
   31  2015-07-24T14:32:38  1.466e+03  7.266e-01  8.444e-01
   32  2015-07-24T14:32:41  1.515e+03  7.326e-01  9.793e-01
   33  2015-07-24T14:32:44  1.425e+03  7.130e-01  9.059e-01
   34  2015-07-24T14:32:47  1.382e+03  7.016e-01  8.979e-01
   35  2015-07-24T14:32:51  1.352e+03  6.964e-01  8.429e-01
   36  2015-07-24T14:32:55  1.343e+03  6.925e-01  8.730e-01
   37  2015-07-24T14:32:58  1.326e+03  6.872e-01  8.806e-01
   38  2015-07-24T14:33:01  1.263e+03  6.679e-01  9.120e-01
   39  2015-07-24T14:33:03  1.221e+03  6.511e-01  9.949e-01
   40  2015-07-24T14:33:07  1.202e+03  6.489e-01  9.366e-01
   41  2015-07-24T14:33:10  1.110e+03  6.182e-01  9.910e-01
   42  2015-07-24T14:33:13  1.245e+03  6.591e-01  9.797e-01
   43  2015-07-24T14:33:16  1.072e+03  6.074e-01  9.759e-01
   44  2015-07-24T14:33:19  9.997e+02  5.869e-01  9.366e-01
   45  2015-07-24T14:33:23  9.294e+02  5.679e-01  8.710e-01
   46  2015-07-24T14:33:25  8.621e+02  5.524e-01  7.445e-01
   47  2015-07-24T14:33:28  9.917e+02  5.953e-01  7.428e-01
   48  2015-07-24T14:33:31  8.337e+02  5.419e-01  7.557e-01
   49  2015-07-24T14:33:35  7.849e+02  5.228e-01  7.853e-01
   50  2015-07-24T14:33:38  8.395e+02  5.246e-01  1.043e+00
   51  2015-07-24T14:33:42  7.626e+02  5.104e-01  8.524e-01
   52  2015-07-24T14:33:45  8.177e+02  5.314e-01  8.374e-01
   53  2015-07-24T14:33:48  7.560e+02  5.082e-01  8.482e-01
   54  2015-07-24T14:33:51  7.439e+02  5.034e-01  8.513e-01
   55  2015-07-24T14:33:54  7.228e+02  4.964e-01  8.367e-01
   56  2015-07-24T14:33:58  6.954e+02  4.868e-01  8.220e-01
   57  2015-07-24T14:34:00  6.779e+02  4.802e-01  8.184e-01
   58  2015-07-24T14:34:04  6.884e+02  4.874e-01  7.715e-01
   59  2015-07-24T14:34:07  6.701e+02  4.784e-01  7.989e-01
   60  2015-07-24T14:34:10  6.568e+02  4.748e-01  7.739e-01
   61  2015-07-24T14:34:13  6.398e+02  4.702e-01  7.383e-01
   62  2015-07-24T14:34:16  6.622e+02  4.796e-01  7.310e-01
   63  2015-07-24T14:34:18  6.332e+02  4.679e-01  7.326e-01
   64  2015-07-24T14:34:21  6.215e+02  4.634e-01  7.281e-01
   65  2015-07-24T14:34:25  6.035e+02  4.578e-01  6.996e-01
   66  2015-07-24T14:34:28  6.019e+02  4.555e-01  7.245e-01
   67  2015-07-24T14:34:31  5.926e+02  4.531e-01  7.017e-01
   68  2015-07-24T14:34:34  5.751e+02  4.471e-01  6.785e-01
   69  2015-07-24T14:34:38  5.578e+02  4.401e-01  6.722e-01
   70  2015-07-24T14:34:41  6.404e+02  4.735e-01  6.870e-01
   71  2015-07-24T14:34:44  5.537e+02  4.383e-01  6.725e-01
   72  2015-07-24T14:34:47  5.460e+02  4.356e-01  6.623e-01
   73  2015-07-24T14:34:50  5.325e+02  4.303e-01  6.517e-01
   74  2015-07-24T14:34:54  5.106e+02  4.214e-01  6.383e-01
   75  2015-07-24T14:34:57  6.032e+02  4.573e-01  7.048e-01
   76  2015-07-24T14:35:01  5.031e+02  4.175e-01  6.459e-01
   77  2015-07-24T14:35:05  4.911e+02  4.113e-01  6.571e-01
   78  2015-07-24T14:35:09  4.737e+02  4.036e-01  6.514e-01
