Neural: BP training started. 2015-09-07T15:50:07
Parallel processing over 48 cores.

Training on 2985 images.
Hashing images...
 2985 unique images after hashing.
 ...hashing completed. 0.1 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (3, 30)
 Cu: (3, 30)
Symmetry functions for each element:
 Pd: 20
 Cu: 20
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file ../neighborlists.json loaded with 2985 entries.
 Calculating 0 of 2985 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from ../fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 2985 fingerprints. (2985 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file ../fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.1 min.
 Calculating 0 of 2985 fingerprint derivatives. (2985 exist in file.)
 ...all fingerprint operations complete. 0.2 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.2 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file ./initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-09-07T15:51:30  1.405e+04  2.166e+00  6.363e-01
    1  2015-09-07T15:51:47  8.924e+10  5.468e+03  6.290e-01
    2  2015-09-07T15:52:04  9.681e+05  1.801e+01  6.290e-01
    3  2015-09-07T15:52:21  7.092e+04  4.873e+00  6.290e-01
    4  2015-09-07T15:52:37  1.635e+04  2.337e+00  6.287e-01
    5  2015-09-07T15:52:56  6.207e+03  1.436e+00  6.331e-01
    6  2015-09-07T15:53:16  1.789e+04  2.445e+00  6.152e-01
    7  2015-09-07T15:53:33  4.206e+03  1.181e+00  6.191e-01
    8  2015-09-07T15:53:54  2.325e+04  2.788e+00  6.369e-01
    9  2015-09-07T15:54:13  4.039e+03  1.156e+00  6.287e-01
   10  2015-09-07T15:54:27  3.632e+03  1.096e+00  6.277e-01
   11  2015-09-07T15:54:43  6.553e+03  1.476e+00  6.349e-01
   12  2015-09-07T15:55:05  3.348e+03  1.052e+00  6.290e-01
   13  2015-09-07T15:55:20  7.900e+03  1.622e+00  6.324e-01
   14  2015-09-07T15:55:39  3.265e+03  1.038e+00  6.305e-01
   15  2015-09-07T15:55:53  4.496e+03  1.221e+00  6.348e-01
   16  2015-09-07T15:56:08  3.259e+03  1.037e+00  6.306e-01
