step   temp newcost newlogp oldlogp pratio   rand accpt?(%)
==== ====== ====== ====== ====== ====== ====== ========
 1546 147.49 607.06 -4.12 -4.71 1.82 0.45 True(36)
 1547 147.57 1660.61 -11.25 -4.11 0.00 0.85 False(35)
 1548 147.64 612.62 -4.15 -4.11 0.96 0.92 True(36)
 1549 147.71 510.81 -3.46 -4.15 1.99 0.81 True(36)
 1550 147.79 610.86 -4.13 -3.46 0.51 0.91 False(36)
 1551 147.86 538.99 -3.65 -3.45 0.83 0.89 False(36)
 1552 147.94 796.73 -5.39 -3.45 0.14 0.81 False(35)
 1553 148.01 577.98 -3.90 -3.45 0.64 0.87 False(35)
 1554 148.08 494.42 -3.34 -3.45 1.12 0.18 True(36)
 1555 148.16 520.52 -3.51 -3.34 0.84 0.31 True(36)
 1556 148.23 502.96 -3.39 -3.51 1.13 0.69 True(36)
 1557 148.31 741.09 -5.00 -3.39 0.20 0.15 True(36)
 1558 148.38 534.24 -3.60 -4.99 4.03 0.31 True(36)
 1559 148.45 499.13 -3.36 -3.60 1.27 0.15 True(36)
 1560 148.53 1081.86 -7.28 -3.36 0.02 0.92 False(36)
 1561 148.60 787.66 -5.30 -3.36 0.14 0.80 False(36)
 1562 148.68 1253.39 -8.43 -3.36 0.01 0.95 False(36)
 1563 148.75 1573.14 -10.58 -3.36 0.00 0.62 False(36)
 1564 148.83 465.81 -3.13 -3.35 1.25 0.86 True(36)
 1565 148.90 770.22 -5.17 -3.13 0.13 0.02 True(36)
 1566 148.98 1070.88 -7.19 -5.17 0.13 0.47 False(36)
 1567 149.05 954.15 -6.40 -5.17 0.29 0.04 True(36)
 1568 149.12 625.92 -4.20 -6.40 9.03 0.78 True(36)
 1569 149.20 587.23 -3.94 -4.20 1.30 0.09 True(36)
 1570 149.27 1381.47 -9.25 -3.93 0.00 0.49 False(36)
 1571 149.35 584.62 -3.91 -3.93 1.02 0.90 True(36)
 1572 149.42 471.76 -3.16 -3.91 2.13 0.07 True(36)
 1573 149.50 499.09 -3.34 -3.16 0.83 0.86 False(36)
 1574 149.57 511.35 -3.42 -3.15 0.77 0.98 False(36)
 1575 149.65 580.82 -3.88 -3.15 0.48 0.74 False(36)
 1576 149.72 1200.84 -8.02 -3.15 0.01 0.06 False(36)
 1577 149.80 792.45 -5.29 -3.15 0.12 0.14 False(36)
 1578 149.87 780.16 -5.21 -3.15 0.13 0.84 False(36)
 1579 149.95 1308.99 -8.73 -3.15 0.00 0.02 False(36)
 1580 150.02 478.19 -3.19 -3.14 0.96 0.35 True(36)
 1581 150.10 573.07 -3.82 -3.19 0.53 0.52 True(36)
 1582 150.17 1569.56 -10.45 -3.82 0.00 0.62 False(36)
 1583 150.25 665.49 -4.43 -3.81 0.54 0.67 False(36)
 1584 150.32 909.94 -6.05 -3.81 0.11 0.07 True(36)
 1585 150.40 990.42 -6.59 -6.05 0.59 0.21 True(36)
 1586 150.47 1492.34 -9.92 -6.58 0.04 0.77 False(36)
 1587 150.55 650.64 -4.32 -6.58 9.55 0.23 True(36)
 1588 150.62 1001.93 -6.65 -4.32 0.10 0.26 False(36)
 1589 150.70 774.95 -5.14 -4.32 0.44 0.32 True(36)
 1590 150.77 592.19 -3.93 -5.14 3.36 0.07 True(36)
 1591 150.85 613.58 -4.07 -3.93 0.87 0.40 True(36)
 1592 150.92 1131.95 -7.50 -4.07 0.03 0.27 False(36)
 1593 151.00 492.28 -3.26 -4.06 2.23 0.17 True(36)
 1594 151.07 555.80 -3.68 -3.26 0.66 0.94 False(36)
 1595 151.15 378.07 -2.50 -3.26 2.13 0.22 True(36)
 1596 151.23 431.43 -2.85 -2.50 0.70 0.11 True(36)
 1597 151.30 387.36 -2.56 -2.85 1.34 0.41 True(36)
 1598 151.38 413.52 -2.73 -2.56 0.84 0.85 False(36)
 1599 151.45 431.83 -2.85 -2.56 0.75 0.60 True(36)
 1600 151.53 392.57 -2.59 -2.85 1.30 0.06 True(36)
 1601 151.60 913.48 -6.03 -2.59 0.03 0.34 False(36)
 1602 151.68 908.79 -5.99 -2.59 0.03 0.19 False(36)
 1603 151.76 601.41 -3.96 -2.59 0.25 0.18 True(36)
 1604 151.83 1432.16 -9.43 -3.96 0.00 0.07 False(36)
 1605 151.91 1221.80 -8.04 -3.96 0.02 0.16 False(36)
 1606 151.98 747.86 -4.92 -3.96 0.38 0.04 True(36)
 1607 152.06 1224.47 -8.05 -4.92 0.04 0.30 False(36)
 1608 152.14 500.18 -3.29 -4.92 5.09 0.33 True(36)
 1609 152.21 510.82 -3.36 -3.29 0.93 0.82 True(36)
 1610 152.29 489.94 -3.22 -3.35 1.15 0.33 True(36)
 1611 152.36 675.11 -4.43 -3.22 0.30 0.18 True(36)
 1612 152.44 525.43 -3.45 -4.43 2.67 0.25 True(36)
 1613 152.52 785.04 -5.15 -3.45 0.18 0.98 False(36)
 1614 152.59 595.46 -3.90 -3.44 0.63 0.59 True(36)
 1615 152.67 499.97 -3.27 -3.90 1.87 0.31 True(36)
 1616 152.75 824.79 -5.40 -3.27 0.12 0.11 True(36)
 1617 152.82 920.90 -6.03 -5.40 0.53 0.42 True(36)
 1618 152.90 1050.74 -6.87 -6.02 0.43 0.66 False(36)
 1619 152.97 620.96 -4.06 -6.02 7.10 0.94 True(36)
 1620 153.05 643.14 -4.20 -4.06 0.87 0.02 True(36)
 1621 153.13 653.55 -4.27 -4.20 0.93 0.44 True(36)
 1622 153.20 474.53 -3.10 -4.27 3.22 0.63 True(37)
 1623 153.28 889.15 -5.80 -3.10 0.07 0.71 False(37)
 1624 153.36 565.62 -3.69 -3.09 0.55 0.12 True(37)
 1625 153.43 802.05 -5.23 -3.69 0.21 0.08 True(37)
 1626 153.51 602.24 -3.92 -5.22 3.68 0.86 True(37)
 1627 153.59 593.04 -3.86 -3.92 1.06 0.92 True(37)
 1628 153.66 498.15 -3.24 -3.86 1.85 0.68 True(37)
 1629 153.74 637.80 -4.15 -3.24 0.40 0.70 False(37)
 1630 153.82 478.47 -3.11 -3.24 1.14 0.92 True(37)
 1631 153.90 830.64 -5.40 -3.11 0.10 0.34 False(37)
 1632 153.97 621.46 -4.04 -3.11 0.40 0.27 True(37)
 1633 154.05 723.86 -4.70 -4.03 0.51 0.86 False(37)
 1634 154.13 697.89 -4.53 -4.03 0.61 0.98 False(37)
 1635 154.20 1092.25 -7.08 -4.03 0.05 0.13 False(37)
 1636 154.28 738.04 -4.78 -4.03 0.47 0.11 True(37)
 1637 154.36 647.27 -4.19 -4.78 1.80 0.75 True(37)
 1638 154.43 767.37 -4.97 -4.19 0.46 0.24 True(37)
 1639 154.51 820.30 -5.31 -4.97 0.71 0.42 True(37)
 1640 154.59 550.13 -3.56 -5.31 5.74 0.12 True(37)
 1641 154.67 658.84 -4.26 -3.56 0.50 0.17 True(37)
 1642 154.74 473.78 -3.06 -4.26 3.31 0.44 True(37)
 1643 154.82 791.13 -5.11 -3.06 0.13 0.62 False(37)
 1644 154.90 515.30 -3.33 -3.06 0.76 0.45 True(37)
 1645 154.98 694.02 -4.48 -3.33 0.32 0.61 False(37)
 1646 155.05 497.81 -3.21 -3.32 1.12 0.18 True(37)
 1647 155.13 437.73 -2.82 -3.21 1.47 0.11 True(37)
 1648 155.21 854.72 -5.51 -2.82 0.07 0.67 False(37)
 1649 155.29 807.51 -5.20 -2.82 0.09 0.48 False(37)
 1650 155.36 454.64 -2.93 -2.82 0.90 0.73 True(37)
 1651 155.44 932.54 -6.00 -2.92 0.05 0.46 False(37)
 1652 155.52 907.01 -5.83 -2.92 0.05 0.59 False(37)
 1653 155.60 494.10 -3.18 -2.92 0.78 0.70 True(37)
 1654 155.67 484.66 -3.11 -3.17 1.06 0.18 True(37)
 1655 155.75 465.88 -2.99 -3.11 1.13 0.57 True(37)
 1656 155.83 1167.63 -7.49 -2.99 0.01 0.18 False(37)
 1657 155.91 704.38 -4.52 -2.99 0.22 0.37 False(37)
 1658 155.99 590.04 -3.78 -2.99 0.45 0.77 False(37)
 1659 156.06 566.55 -3.63 -2.99 0.52 0.01 True(37)
 1660 156.14 647.27 -4.15 -3.63 0.60 0.67 False(37)
 1661 156.22 805.00 -5.15 -3.63 0.22 0.81 False(37)
 1662 156.30 472.79 -3.02 -3.62 1.82 0.21 True(37)
 1663 156.38 603.95 -3.86 -3.02 0.43 0.89 False(37)
 1664 156.45 444.78 -2.84 -3.02 1.20 0.91 True(37)
 1665 156.53 453.53 -2.90 -2.84 0.95 0.74 True(37)
 1666 156.61 801.40 -5.12 -2.90 0.11 0.26 False(37)
 1667 156.69 583.05 -3.72 -2.89 0.44 0.00 True(37)
 1668 156.77 1815.74 -11.58 -3.72 0.00 0.84 False(37)
 1669 156.85 719.40 -4.59 -3.72 0.42 0.25 True(37)
 1670 156.92 1328.34 -8.46 -4.58 0.02 0.05 False(37)
 1671 157.00 1296.08 -8.26 -4.58 0.03 0.85 False(37)
 1672 157.08 858.59 -5.47 -4.58 0.41 0.21 True(37)
 1673 157.16 709.69 -4.52 -5.46 2.58 0.92 True(37)
 1674 157.24 613.04 -3.90 -4.51 1.85 0.57 True(37)
 1675 157.32 1498.54 -9.53 -3.90 0.00 0.43 False(37)
 1676 157.40 619.62 -3.94 -3.89 0.96 0.67 True(37)
 1677 157.47 777.02 -4.93 -3.93 0.37 0.09 True(37)
 1678 157.55 598.28 -3.80 -4.93 3.11 0.38 True(37)
 1679 157.63 571.72 -3.63 -3.80 1.18 0.40 True(37)
 1680 157.71 469.75 -2.98 -3.63 1.91 0.54 True(37)
 1681 157.79 1790.93 -11.35 -2.98 0.00 0.53 False(37)
 1682 157.87 1256.70 -7.96 -2.98 0.01 0.98 False(37)
 1683 157.95 646.36 -4.09 -2.97 0.33 0.65 False(37)
 1684 158.03 377.79 -2.39 -2.97 1.79 0.49 True(37)
 1685 158.11 836.02 -5.29 -2.39 0.06 0.76 False(37)
 1686 158.18 480.07 -3.03 -2.39 0.52 0.80 False(37)
 1687 158.26 574.47 -3.63 -2.39 0.29 0.30 False(37)
 1688 158.34 577.29 -3.65 -2.39 0.28 0.31 False(37)
 1689 158.42 487.34 -3.08 -2.38 0.50 0.83 False(37)
 1690 158.50 619.37 -3.91 -2.38 0.22 0.55 False(37)
 1691 158.58 840.47 -5.30 -2.38 0.05 0.96 False(37)
 1692 158.66 372.96 -2.35 -2.38 1.03 0.18 True(37)
 1693 158.74 654.77 -4.12 -2.35 0.17 0.82 False(37)
 1694 158.82 643.28 -4.05 -2.35 0.18 0.13 True(37)
 1695 158.90 740.47 -4.66 -4.05 0.54 0.89 False(37)
 1696 158.98 517.50 -3.26 -4.05 2.21 0.44 True(37)
 1697 159.06 1590.45 -10.00 -3.25 0.00 0.83 False(37)
 1698 159.14 593.15 -3.73 -3.25 0.62 0.13 True(37)
 1699 159.22 1305.19 -8.20 -3.73 0.01 0.47 False(37)
 1700 159.30 483.00 -3.03 -3.72 2.00 0.20 True(37)
 1701 159.38 661.32 -4.15 -3.03 0.33 0.03 True(37)
 1702 159.46 400.12 -2.51 -4.15 5.15 0.09 True(37)
 1703 159.53 592.12 -3.71 -2.51 0.30 0.13 True(37)
 1704 159.61 663.71 -4.16 -3.71 0.64 0.11 True(37)
 1705 159.69 712.37 -4.46 -4.16 0.74 0.43 True(37)
 1706 159.77 1892.64 -11.85 -4.46 0.00 0.50 False(37)
 1707 159.85 987.98 -6.18 -4.46 0.18 0.22 False(37)
 1708 159.93 477.74 -2.99 -4.45 4.34 0.57 True(37)
 1709 160.01 468.37 -2.93 -2.99 1.06 0.79 True(37)
 1710 160.09 413.69 -2.58 -2.93 1.41 0.95 True(37)
 1711 160.17 432.20 -2.70 -2.58 0.89 0.85 True(38)
 1712 160.25 1009.60 -6.30 -2.70 0.03 0.17 False(38)
 1713 160.33 473.54 -2.95 -2.70 0.77 0.34 True(38)
 1714 160.41 632.37 -3.94 -2.95 0.37 0.57 False(38)
 1715 160.49 495.57 -3.09 -2.95 0.87 0.02 True(38)
 1716 160.57 625.18 -3.89 -3.09 0.45 0.01 True(38)
 1717 160.66 957.95 -5.96 -3.89 0.13 0.73 False(38)
 1718 160.74 513.27 -3.19 -3.89 2.01 0.07 True(38)
 1719 160.82 647.01 -4.02 -3.19 0.44 0.14 True(38)
 1720 160.90 885.59 -5.50 -4.02 0.23 0.86 False(38)
 1721 160.98 750.60 -4.66 -4.02 0.53 0.17 True(38)
 1722 161.06 1051.84 -6.53 -4.66 0.15 0.23 False(38)
 1723 161.14 919.63 -5.71 -4.66 0.35 0.57 False(38)
 1724 161.22 847.67 -5.26 -4.66 0.55 0.79 False(38)
 1725 161.30 910.42 -5.64 -4.65 0.37 0.11 True(38)
 1726 161.38 1173.07 -7.27 -5.64 0.20 0.98 False(38)
 1727 161.46 1698.04 -10.52 -5.64 0.01 0.72 False(38)
 1728 161.54 806.48 -4.99 -5.64 1.90 0.50 True(38)
 1729 161.62 637.01 -3.94 -4.99 2.85 0.46 True(38)
 1730 161.70 1305.94 -8.08 -3.94 0.02 0.57 False(38)
 1731 161.78 502.24 -3.10 -3.94 2.30 0.30 True(38)
 1732 161.86 495.16 -3.06 -3.10 1.04 0.30 True(38)
 1733 161.95 366.57 -2.26 -3.06 2.21 0.45 True(38)
 1734 162.03 364.91 -2.25 -2.26 1.01 0.05 True(38)
 1735 162.11 395.73 -2.44 -2.25 0.83 0.16 True(38)
 1736 162.19 499.93 -3.08 -2.44 0.53 0.23 True(38)
 1737 162.27 403.48 -2.49 -3.08 1.81 0.19 True(38)
 1738 162.35 394.83 -2.43 -2.49 1.05 0.93 True(38)
 1739 162.43 364.36 -2.24 -2.43 1.21 0.56 True(38)
 1740 162.51 365.99 -2.25 -2.24 0.99 0.67 True(38)
 1741 162.59 678.84 -4.18 -2.25 0.15 0.27 False(38)
 1742 162.68 792.00 -4.87 -2.25 0.07 0.39 False(38)
 1743 162.76 368.37 -2.26 -2.25 0.99 0.34 True(38)
 1744 162.84 1054.21 -6.47 -2.26 0.01 0.07 False(38)
 1745 162.92 418.70 -2.57 -2.26 0.73 0.20 True(38)
 1746 163.00 630.69 -3.87 -2.57 0.27 0.16 True(38)
 1747 163.08 437.06 -2.68 -3.87 3.28 0.33 True(38)
 1748 163.16 430.16 -2.64 -2.68 1.04 0.68 True(38)
 1749 163.25 407.20 -2.49 -2.64 1.15 0.23 True(38)
 1750 163.33 682.65 -4.18 -2.49 0.19 0.84 False(38)
 1751 163.41 468.37 -2.87 -2.49 0.69 0.99 False(38)
 1752 163.49 732.88 -4.48 -2.49 0.14 0.34 False(38)
 1753 163.57 688.13 -4.21 -2.49 0.18 0.05 True(38)
 1754 163.65 432.34 -2.64 -4.20 4.77 0.62 True(38)
 1755 163.74 537.72 -3.28 -2.64 0.53 0.45 True(38)
 1756 163.82 861.28 -5.26 -3.28 0.14 0.75 False(38)
 1757 163.90 605.51 -3.69 -3.28 0.66 0.56 True(38)
 1758 163.98 2152.39 -13.13 -3.69 0.00 0.82 False(38)
 1759 164.06 540.34 -3.29 -3.69 1.49 0.44 True(38)
 1760 164.15 777.82 -4.74 -3.29 0.24 0.98 False(38)
 1761 164.23 694.59 -4.23 -3.29 0.39 0.71 False(38)
 1762 164.31 933.28 -5.68 -3.29 0.09 0.78 False(38)
 1763 164.39 401.60 -2.44 -3.29 2.33 0.65 True(38)
 1764 164.47 885.12 -5.38 -2.44 0.05 0.46 False(38)
 1765 164.56 583.06 -3.54 -2.44 0.33 0.90 False(38)
 1766 164.64 362.31 -2.20 -2.44 1.27 0.37 True(38)
 1767 164.72 470.85 -2.86 -2.20 0.52 0.54 False(38)
 1768 164.80 390.62 -2.37 -2.20 0.84 0.13 True(38)
 1769 164.89 413.84 -2.51 -2.37 0.87 0.21 True(38)
 1770 164.97 781.37 -4.74 -2.51 0.11 0.00 True(38)
 1771 165.05 1586.67 -9.61 -4.73 0.01 0.43 False(38)
 1772 165.13 664.89 -4.03 -4.73 2.02 0.69 True(38)
 1773 165.22 397.14 -2.40 -4.02 5.06 0.34 True(38)
 1774 165.30 1097.12 -6.64 -2.40 0.01 0.24 False(38)
 1775 165.38 363.10 -2.20 -2.40 1.23 0.14 True(38)
 1776 165.46 875.70 -5.29 -2.19 0.05 0.42 False(38)
 1777 165.55 793.02 -4.79 -2.19 0.07 0.88 False(38)
 1778 165.63 361.65 -2.18 -2.19 1.01 0.60 True(38)
 1779 165.71 388.09 -2.34 -2.18 0.85 0.63 True(38)
 1780 165.80 412.64 -2.49 -2.34 0.86 0.59 True(38)
 1781 165.88 434.79 -2.62 -2.49 0.88 0.92 False(38)
 1782 165.96 498.48 -3.00 -2.49 0.60 0.92 False(38)
 1783 166.04 551.07 -3.32 -2.49 0.43 0.94 False(38)
 1784 166.13 487.92 -2.94 -2.48 0.64 0.47 True(38)
 1785 166.21 466.76 -2.81 -2.94 1.14 0.23 True(38)
 1786 166.29 499.03 -3.00 -2.81 0.82 0.58 True(38)
 1787 166.38 1272.84 -7.65 -3.00 0.01 0.01 False(38)
 1788 166.46 539.51 -3.24 -3.00 0.78 0.15 True(38)
 1789 166.54 598.18 -3.59 -3.24 0.70 0.75 False(38)
 1790 166.63 1251.37 -7.51 -3.24 0.01 0.38 False(38)
 1791 166.71 435.03 -2.61 -3.24 1.87 0.59 True(38)
 1792 166.79 494.30 -2.96 -2.61 0.70 0.46 True(38)
 1793 166.88 912.89 -5.47 -2.96 0.08 0.39 False(38)
 1794 166.96 535.98 -3.21 -2.96 0.78 0.65 True(38)
 1795 167.04 1002.67 -6.00 -3.21 0.06 0.82 False(38)
 1796 167.13 881.75 -5.28 -3.21 0.13 0.00 True(38)
 1797 167.21 1713.80 -10.25 -5.27 0.01 0.63 False(38)
 1798 167.29 910.68 -5.44 -5.27 0.84 0.92 False(38)
 1799 167.38 581.58 -3.47 -5.27 6.01 0.93 True(38)
 1800 167.46 468.30 -2.80 -3.47 1.97 0.52 True(38)
 1801 167.54 607.53 -3.63 -2.80 0.44 0.14 True(39)
 1802 167.63 993.26 -5.93 -3.62 0.10 0.50 False(38)
 1803 167.71 1102.64 -6.57 -3.62 0.05 0.95 False(38)
 1804 167.80 842.41 -5.02 -3.62 0.25 0.52 False(38)
 1805 167.88 758.20 -4.52 -3.62 0.41 0.61 False(38)
 1806 167.96 732.17 -4.36 -3.62 0.48 0.19 True(38)
 1807 168.05 598.14 -3.56 -4.36 2.22 0.92 True(38)
 1808 168.13 1274.73 -7.58 -3.56 0.02 0.10 False(38)
 1809 168.22 484.24 -2.88 -3.56 1.97 0.27 True(39)
 1810 168.30 676.64 -4.02 -2.88 0.32 0.38 False(38)
 1811 168.38 455.97 -2.71 -2.88 1.18 0.38 True(39)
 1812 168.47 1277.34 -7.58 -2.71 0.01 0.56 False(38)
 1813 168.55 841.65 -4.99 -2.71 0.10 0.32 False(38)
 1814 168.64 740.15 -4.39 -2.70 0.19 0.17 True(39)
 1815 168.72 1141.63 -6.77 -4.39 0.09 0.82 False(38)
 1816 168.81 703.41 -4.17 -4.38 1.24 0.91 True(39)
 1817 168.89 855.91 -5.07 -4.16 0.41 0.74 False(38)
 1818 168.97 691.73 -4.09 -4.16 1.07 0.83 True(39)
 1819 169.06 784.50 -4.64 -4.09 0.58 0.53 True(39)
 1820 169.14 561.44 -3.32 -4.64 3.74 0.96 True(39)
 1821 169.23 1076.00 -6.36 -3.32 0.05 0.80 False(39)
 1822 169.31 877.13 -5.18 -3.32 0.15 0.25 False(39)
 1823 169.40 633.60 -3.74 -3.31 0.65 0.88 False(39)
 1824 169.48 1116.99 -6.59 -3.31 0.04 0.43 False(39)
 1825 169.57 616.22 -3.63 -3.31 0.72 0.69 True(39)
 1826 169.65 792.89 -4.67 -3.63 0.35 0.19 True(39)
 1827 169.74 1755.42 -10.34 -4.67 0.00 0.02 False(39)
 1828 169.82 2711.03 -15.96 -4.67 0.00 0.35 False(39)
 1829 169.91 1003.09 -5.90 -4.67 0.29 0.40 False(39)
 1830 169.99 943.08 -5.55 -4.66 0.41 0.15 True(39)
 1831 170.08 1270.03 -7.47 -5.55 0.15 0.09 True(39)
 1832 170.16 1031.42 -6.06 -7.46 4.06 0.50 True(39)
 1833 170.25 1024.72 -6.02 -6.06 1.04 0.03 True(39)
 1834 170.33 1499.87 -8.81 -6.02 0.06 0.46 False(39)
 1835 170.42 1039.83 -6.10 -6.01 0.92 0.32 True(39)
 1836 170.50 1061.18 -6.22 -6.10 0.88 0.22 True(39)
 1837 170.59 1187.93 -6.96 -6.22 0.48 0.03 True(39)
 1838 170.67 816.62 -4.78 -6.96 8.81 0.21 True(39)
 1839 170.76 622.55 -3.65 -4.78 3.12 0.04 True(39)
 1840 170.84 431.73 -2.53 -3.64 3.06 0.31 True(39)
 1841 170.93 626.75 -3.67 -2.53 0.32 0.31 True(39)
 1842 171.01 718.32 -4.20 -3.66 0.59 0.59 False(39)
 1843 171.10 1706.08 -9.97 -3.66 0.00 0.76 False(39)
 1844 171.18 573.64 -3.35 -3.66 1.36 0.09 True(39)
 1845 171.27 531.46 -3.10 -3.35 1.28 0.96 True(39)
 1846 171.36 580.55 -3.39 -3.10 0.75 0.48 True(39)
 1847 171.44 912.94 -5.33 -3.39 0.14 0.62 False(39)
 1848 171.53 682.50 -3.98 -3.38 0.55 0.28 True(39)
 1849 171.61 1051.18 -6.13 -3.98 0.12 0.76 False(39)
 1850 171.70 670.29 -3.90 -3.97 1.07 0.87 True(39)
 1851 171.78 641.86 -3.74 -3.90 1.18 0.76 True(39)
 1852 171.87 643.73 -3.75 -3.73 0.99 0.97 True(39)
 1853 171.96 1047.87 -6.09 -3.74 0.10 0.52 False(39)
 1854 172.04 2029.75 -11.80 -3.74 0.00 0.13 False(39)
 1855 172.13 494.98 -2.88 -3.74 2.37 0.29 True(39)
 1856 172.21 757.42 -4.40 -2.87 0.22 0.21 True(39)
 1857 172.30 574.64 -3.34 -4.40 2.89 0.63 True(39)
 1858 172.39 1884.55 -10.93 -3.33 0.00 0.86 False(39)
 1859 172.47 1538.58 -8.92 -3.33 0.00 0.10 False(39)
 1860 172.56 2480.40 -14.37 -3.33 0.00 0.42 False(39)
 1861 172.65 459.54 -2.66 -3.33 1.95 0.54 True(39)
 1862 172.73 435.63 -2.52 -2.66 1.15 0.68 True(39)
 1863 172.82 436.22 -2.52 -2.52 1.00 0.87 True(39)
 1864 172.90 800.66 -4.63 -2.52 0.12 0.12 False(39)
 1865 172.99 353.98 -2.05 -2.52 1.61 0.51 True(39)
 1866 173.08 386.20 -2.23 -2.05 0.83 0.95 False(39)
 1867 173.16 951.57 -5.50 -2.04 0.03 0.87 False(39)
 1868 173.25 407.70 -2.35 -2.04 0.73 0.17 True(39)
 1869 173.34 434.27 -2.51 -2.35 0.86 0.32 True(39)
 1870 173.42 514.54 -2.97 -2.50 0.63 0.25 True(39)
 1871 173.51 497.42 -2.87 -2.97 1.10 0.30 True(39)
 1872 173.60 453.69 -2.61 -2.87 1.29 0.29 True(39)
 1873 173.68 780.10 -4.49 -2.61 0.15 0.08 True(39)
 1874 173.77 839.19 -4.83 -4.49 0.71 0.52 True(39)
 1875 173.86 646.36 -3.72 -4.83 3.03 0.62 True(39)
 1876 173.95 966.38 -5.56 -3.72 0.16 0.75 False(39)
 1877 174.03 838.81 -4.82 -3.71 0.33 0.16 True(39)
 1878 174.12 583.51 -3.35 -4.82 4.33 0.30 True(39)
 1879 174.21 625.46 -3.59 -3.35 0.79 0.19 True(39)
 1880 174.29 915.55 -5.25 -3.59 0.19 0.94 False(39)
 1881 174.38 950.29 -5.45 -3.59 0.16 0.01 True(39)
 1882 174.47 1064.84 -6.10 -5.45 0.52 0.19 True(39)
 1883 174.55 721.64 -4.13 -6.10 7.14 0.03 True(39)
 1884 174.64 512.18 -2.93 -4.13 3.32 0.64 True(40)
 1885 174.73 1598.35 -9.15 -2.93 0.00 0.46 False(39)
 1886 174.82 847.12 -4.85 -2.93 0.15 0.83 False(39)
 1887 174.90 510.65 -2.92 -2.93 1.01 0.45 True(39)
 1888 174.99 1512.02 -8.64 -2.92 0.00 0.10 False(39)
 1889 175.08 580.69 -3.32 -2.92 0.67 0.10 True(40)
 1890 175.17 1050.21 -6.00 -3.32 0.07 0.96 False(39)
 1891 175.25 651.11 -3.72 -3.31 0.67 0.65 True(40)
 1892 175.34 565.45 -3.22 -3.71 1.63 0.43 True(40)
 1893 175.43 624.49 -3.56 -3.22 0.71 0.74 False(40)
 1894 175.52 489.39 -2.79 -3.22 1.54 0.20 True(40)
 1895 175.61 494.34 -2.82 -2.79 0.97 0.93 True(40)
 1896 175.69 1299.90 -7.40 -2.81 0.01 0.05 False(40)
 1897 175.78 869.11 -4.94 -2.81 0.12 0.08 True(40)
 1898 175.87 967.03 -5.50 -4.94 0.57 0.70 False(40)
 1899 175.96 1158.80 -6.59 -4.94 0.19 0.11 True(40)
 1900 176.04 953.35 -5.42 -6.58 3.21 0.12 True(40)
 1901 176.13 551.46 -3.13 -5.41 9.79 0.69 True(40)
 1902 176.22 1017.08 -5.77 -3.13 0.07 0.78 False(40)
 1903 176.31 1190.92 -6.75 -3.13 0.03 0.42 False(40)
 1904 176.40 4594.75 -26.05 -3.13 0.00 0.32 False(40)
 1905 176.49 744.02 -4.22 -3.12 0.34 0.39 False(40)
 1906 176.57 506.55 -2.87 -3.12 1.29 0.24 True(40)
 1907 176.66 477.80 -2.70 -2.87 1.18 0.84 True(40)
 1908 176.75 783.09 -4.43 -2.70 0.18 0.29 False(40)
 1909 176.84 652.73 -3.69 -2.70 0.37 0.14 True(40)
 1910 176.93 1200.26 -6.78 -3.69 0.05 0.59 False(40)
 1911 177.02 1274.84 -7.20 -3.69 0.03 0.25 False(40)
 1912 177.10 526.79 -2.97 -3.69 2.04 0.12 True(40)
 1913 177.19 912.77 -5.15 -2.97 0.11 0.42 False(40)
 1914 177.28 1361.63 -7.68 -2.97 0.01 0.11 False(40)
 1915 177.37 2253.48 -12.71 -2.97 0.00 0.66 False(40)
 1916 177.46 1196.48 -6.74 -2.97 0.02 0.95 False(40)
 1917 177.55 484.59 -2.73 -2.97 1.27 0.27 True(40)
 1918 177.64 771.24 -4.34 -2.73 0.20 0.76 False(40)
 1919 177.72 1369.82 -7.71 -2.73 0.01 0.22 False(40)
 1920 177.81 1198.68 -6.74 -2.73 0.02 0.09 False(40)
 1921 177.90 3844.74 -21.61 -2.72 0.00 0.18 False(40)
 1922 177.99 3402.81 -19.12 -2.72 0.00 0.12 False(39)
 1923 178.08 641.81 -3.60 -2.72 0.41 0.58 False(39)
 1924 178.17 2373.44 -13.32 -2.72 0.00 0.92 False(39)
 1925 178.26 2059.83 -11.56 -2.72 0.00 0.05 False(39)
 1926 178.35 6218.21 -34.87 -2.72 0.00 0.55 False(39)
 1927 178.44 4816.15 -26.99 -2.72 0.00 0.73 False(39)
 1928 178.53 3322.99 -18.61 -2.71 0.00 0.13 False(39)
 1929 178.62 1436.11 -8.04 -2.71 0.00 0.13 False(39)
 1930 178.70 2154.07 -12.05 -2.71 0.00 0.58 False(39)
 1931 178.79 3770.95 -21.09 -2.71 0.00 0.70 False(39)
 1932 178.88 671.11 -3.75 -2.71 0.35 0.56 False(39)
 1933 178.97 1204.21 -6.73 -2.71 0.02 0.39 False(39)
 1934 179.06 571.21 -3.19 -2.71 0.62 0.04 True(39)
 1935 179.15 1943.73 -10.85 -3.19 0.00 0.29 False(39)
 1936 179.24 385.12 -2.15 -3.19 2.82 0.55 True(39)
 1937 179.33 3862.39 -21.54 -2.15 0.00 0.09 False(39)
 1938 179.42 2242.86 -12.50 -2.15 0.00 0.81 False(39)
 1939 179.51 1641.83 -9.15 -2.15 0.00 0.55 False(39)
 1940 179.60 3315.95 -18.46 -2.14 0.00 0.32 False(39)
