Neural: BP training started. 2015-07-28T19:38:33
Parallel processing over 32 cores.

Training on 1352 images.
Hashing images...
 1352 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (3, 50)
 Cu: (3, 50)
Symmetry functions for each element:
 Pd: 32
 Cu: 32
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file ../neighborlists.json loaded with 1352 entries.
 Calculating 0 of 1352 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from ../fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 1352 fingerprints. (1352 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file ../fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.0 min.
 Calculating 0 of 1352 fingerprint derivatives. (1352 exist in file.)
 ...all fingerprint operations complete. 0.1 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.0 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file ./initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-07-28T19:38:46  7.253e+03  2.315e+00  4.337e-01
    1  2015-07-28T19:38:48  1.125e+10  2.885e+03  4.337e-01
    2  2015-07-28T19:38:49  5.297e+05  1.979e+01  4.337e-01
    3  2015-07-28T19:38:50  3.506e+04  5.092e+00  4.337e-01
    4  2015-07-28T19:38:51  6.244e+03  2.147e+00  4.343e-01
    5  2015-07-28T19:38:53  4.408e+03  1.803e+00  4.342e-01
    6  2015-07-28T19:38:54  1.141e+03  9.146e-01  4.336e-01
    7  2015-07-28T19:38:55  2.394e+05  1.331e+01  4.338e-01
    8  2015-07-28T19:38:56  1.048e+03  8.754e-01  4.629e-01
    9  2015-07-28T19:38:58  1.945e+03  1.192e+00  6.532e-01
   10  2015-07-28T19:38:59  1.006e+03  8.569e-01  5.035e-01
   11  2015-07-28T19:39:00  9.998e+02  8.524e-01  5.687e-01
   12  2015-07-28T19:39:01  9.912e+02  8.499e-01  5.213e-01
   13  2015-07-28T19:39:03  4.427e+03  1.798e+00  1.041e+00
   14  2015-07-28T19:39:04  9.870e+02  8.479e-01  5.265e-01
   15  2015-07-28T19:39:05  9.799e+02  8.451e-01  5.146e-01
   16  2015-07-28T19:39:07  9.671e+02  8.398e-01  5.027e-01
   17  2015-07-28T19:39:08  9.604e+02  8.380e-01  4.512e-01
   18  2015-07-28T19:39:09  9.474e+02  8.322e-01  4.521e-01
   19  2015-07-28T19:39:10  9.261e+02  8.229e-01  4.404e-01
   20  2015-07-28T19:39:12  1.073e+03  8.865e-01  4.501e-01
   21  2015-07-28T19:39:13  9.167e+02  8.187e-01  4.388e-01
   22  2015-07-28T19:39:14  9.022e+02  8.121e-01  4.405e-01
   23  2015-07-28T19:39:15  8.764e+02  8.004e-01  4.376e-01
   24  2015-07-28T19:39:17  8.381e+02  7.825e-01  4.340e-01
   25  2015-07-28T19:39:18  8.715e+02  7.982e-01  4.337e-01
   26  2015-07-28T19:39:19  8.345e+02  7.808e-01  4.334e-01
   27  2015-07-28T19:39:20  8.287e+02  7.781e-01  4.335e-01
   28  2015-07-28T19:39:22  8.177e+02  7.728e-01  4.340e-01
   29  2015-07-28T19:39:23  8.030e+02  7.657e-01  4.363e-01
   30  2015-07-28T19:39:24  8.044e+02  7.664e-01  4.369e-01
   31  2015-07-28T19:39:26  7.947e+02  7.617e-01  4.367e-01
   32  2015-07-28T19:39:27  7.906e+02  7.598e-01  4.342e-01
   33  2015-07-28T19:39:28  7.879e+02  7.584e-01  4.358e-01
   34  2015-07-28T19:39:30  8.081e+02  7.682e-01  4.338e-01
   35  2015-07-28T19:39:31  7.862e+02  7.576e-01  4.353e-01
   36  2015-07-28T19:39:32  7.829e+02  7.560e-01  4.355e-01
   37  2015-07-28T19:39:34  7.773e+02  7.532e-01  4.355e-01
   38  2015-07-28T19:39:35  8.138e+02  7.710e-01  4.337e-01
   39  2015-07-28T19:39:36  7.766e+02  7.529e-01  4.352e-01
   40  2015-07-28T19:39:38  7.753e+02  7.523e-01  4.351e-01
   41  2015-07-28T19:39:39  7.732e+02  7.512e-01  4.346e-01
   42  2015-07-28T19:39:40  7.784e+02  7.538e-01  4.344e-01
   43  2015-07-28T19:39:41  7.726e+02  7.509e-01  4.346e-01
   44  2015-07-28T19:39:43  7.717e+02  7.505e-01  4.343e-01
   45  2015-07-28T19:39:44  7.739e+02  7.516e-01  4.338e-01
   46  2015-07-28T19:39:45  7.714e+02  7.504e-01  4.341e-01
   47  2015-07-28T19:39:47  7.710e+02  7.501e-01  4.341e-01
   48  2015-07-28T19:39:48  7.723e+02  7.508e-01  4.343e-01
   49  2015-07-28T19:39:49  7.708e+02  7.500e-01  4.341e-01
   50  2015-07-28T19:39:51  7.705e+02  7.499e-01  4.341e-01
   51  2015-07-28T19:39:52  7.704e+02  7.499e-01  4.341e-01
   52  2015-07-28T19:39:53  7.704e+02  7.498e-01  4.340e-01
   53  2015-07-28T19:39:55  7.701e+02  7.497e-01  4.340e-01
   54  2015-07-28T19:39:56  7.695e+02  7.494e-01  4.343e-01
   55  2015-07-28T19:39:58  9.456e+02  8.289e-01  5.552e-01
   56  2015-07-28T19:39:59  7.694e+02  7.494e-01  4.343e-01
   57  2015-07-28T19:39:59  7.694e+02  7.494e-01  4.345e-01
   58  2015-07-28T19:40:01  7.693e+02  7.493e-01  4.346e-01
   59  2015-07-28T19:40:02  7.691e+02  7.492e-01  4.346e-01
   60  2015-07-28T19:40:03  7.688e+02  7.490e-01  4.349e-01
   61  2015-07-28T19:40:04  7.688e+02  7.489e-01  4.390e-01
   62  2015-07-28T19:40:05  7.684e+02  7.488e-01  4.354e-01
   63  2015-07-28T19:40:06  7.700e+02  7.494e-01  4.432e-01
   64  2015-07-28T19:40:08  7.681e+02  7.486e-01  4.365e-01
   65  2015-07-28T19:40:09  7.676e+02  7.484e-01  4.373e-01
   66  2015-07-28T19:40:10  7.668e+02  7.480e-01  4.377e-01
   67  2015-07-28T19:40:12  7.685e+02  7.488e-01  4.404e-01
   68  2015-07-28T19:40:13  7.664e+02  7.478e-01  4.383e-01
   69  2015-07-28T19:40:14  7.658e+02  7.475e-01  4.380e-01
   70  2015-07-28T19:40:15  7.646e+02  7.469e-01  4.377e-01
   71  2015-07-28T19:40:17  7.690e+02  7.490e-01  4.396e-01
   72  2015-07-28T19:40:18  7.642e+02  7.467e-01  4.378e-01
   73  2015-07-28T19:40:19  7.634e+02  7.463e-01  4.377e-01
   74  2015-07-28T19:40:20  7.642e+02  7.467e-01  4.388e-01
   75  2015-07-28T19:40:21  7.628e+02  7.460e-01  4.379e-01
   76  2015-07-28T19:40:23  7.625e+02  7.458e-01  4.427e-01
   77  2015-07-28T19:40:24  7.622e+02  7.456e-01  4.431e-01
   78  2015-07-28T19:40:25  7.619e+02  7.454e-01  4.432e-01
   79  2015-07-28T19:40:27  7.619e+02  7.455e-01  4.383e-01
   80  2015-07-28T19:40:28  7.617e+02  7.454e-01  4.402e-01
   81  2015-07-28T19:40:29  7.615e+02  7.453e-01  4.386e-01
   82  2015-07-28T19:40:31  7.617e+02  7.455e-01  4.371e-01
   83  2015-07-28T19:40:32  7.614e+02  7.453e-01  4.379e-01
   84  2015-07-28T19:40:33  7.613e+02  7.453e-01  4.377e-01
   85  2015-07-28T19:40:35  7.612e+02  7.453e-01  4.370e-01
   86  2015-07-28T19:40:36  7.612e+02  7.452e-01  4.372e-01
   87  2015-07-28T19:40:38  7.611e+02  7.452e-01  4.373e-01
   88  2015-07-28T19:40:39  7.611e+02  7.452e-01  4.372e-01
   89  2015-07-28T19:40:40  7.611e+02  7.452e-01  4.372e-01
   90  2015-07-28T19:40:41  7.610e+02  7.451e-01  4.373e-01
   91  2015-07-28T19:40:42  7.616e+02  7.454e-01  4.371e-01
   92  2015-07-28T19:40:43  7.610e+02  7.451e-01  4.373e-01
   93  2015-07-28T19:40:45  7.610e+02  7.451e-01  4.373e-01
   94  2015-07-28T19:40:46  7.610e+02  7.451e-01  4.371e-01
   95  2015-07-28T19:40:47  7.609e+02  7.451e-01  4.369e-01
   96  2015-07-28T19:40:48  7.609e+02  7.451e-01  4.364e-01
   97  2015-07-28T19:40:49  7.609e+02  7.451e-01  4.366e-01
   98  2015-07-28T19:40:51  7.608e+02  7.451e-01  4.363e-01
   99  2015-07-28T19:40:52  7.607e+02  7.450e-01  4.361e-01
Saving checkpoint data.
  100  2015-07-28T19:40:53  7.624e+02  7.459e-01  4.355e-01
  101  2015-07-28T19:40:54  7.607e+02  7.450e-01  4.360e-01
  102  2015-07-28T19:40:56  7.607e+02  7.450e-01  4.358e-01
  103  2015-07-28T19:40:57  7.606e+02  7.450e-01  4.356e-01
  104  2015-07-28T19:40:59  7.606e+02  7.450e-01  4.353e-01
  105  2015-07-28T19:41:00  7.607e+02  7.450e-01  4.352e-01
  106  2015-07-28T19:41:01  7.606e+02  7.450e-01  4.353e-01
  107  2015-07-28T19:41:03  7.606e+02  7.450e-01  4.352e-01
  108  2015-07-28T19:41:04  7.605e+02  7.450e-01  4.351e-01
  109  2015-07-28T19:41:05  7.605e+02  7.450e-01  4.352e-01
  110  2015-07-28T19:41:07  7.605e+02  7.450e-01  4.351e-01
  111  2015-07-28T19:41:08  7.605e+02  7.450e-01  4.351e-01
  112  2015-07-28T19:41:10  7.605e+02  7.449e-01  4.350e-01
  113  2015-07-28T19:41:11  7.605e+02  7.449e-01  4.350e-01
  114  2015-07-28T19:41:12  7.605e+02  7.449e-01  4.349e-01
  115  2015-07-28T19:41:13  7.605e+02  7.449e-01  4.348e-01
  116  2015-07-28T19:41:14  7.605e+02  7.449e-01  4.348e-01
  117  2015-07-28T19:41:16  7.605e+02  7.449e-01  4.348e-01
  118  2015-07-28T19:41:17  7.605e+02  7.449e-01  4.348e-01
  119  2015-07-28T19:41:18  7.605e+02  7.449e-01  4.348e-01
  120  2015-07-28T19:41:19  7.605e+02  7.449e-01  4.348e-01
  121  2015-07-28T19:41:20  7.605e+02  7.449e-01  4.347e-01
  122  2015-07-28T19:41:22  7.605e+02  7.449e-01  4.346e-01
  123  2015-07-28T19:41:23  7.605e+02  7.449e-01  4.346e-01
  124  2015-07-28T19:41:25  7.605e+02  7.449e-01  4.346e-01
  125  2015-07-28T19:41:26  7.605e+02  7.449e-01  4.346e-01
  126  2015-07-28T19:41:27  7.605e+02  7.449e-01  4.346e-01
  127  2015-07-28T19:41:28  7.605e+02  7.449e-01  4.345e-01
  128  2015-07-28T19:41:30  7.605e+02  7.449e-01  4.345e-01
  129  2015-07-28T19:41:31  7.605e+02  7.449e-01  4.345e-01
  130  2015-07-28T19:41:33  7.605e+02  7.449e-01  4.345e-01
  131  2015-07-28T19:41:34  7.605e+02  7.449e-01  4.345e-01
  132  2015-07-28T19:41:35  7.605e+02  7.449e-01  4.345e-01
  133  2015-07-28T19:41:37  7.605e+02  7.449e-01  4.345e-01
  134  2015-07-28T19:41:38  7.605e+02  7.449e-01  4.345e-01
  135  2015-07-28T19:41:40  7.605e+02  7.449e-01  4.345e-01
  136  2015-07-28T19:41:41  7.605e+02  7.449e-01  4.344e-01
  137  2015-07-28T19:41:43  7.605e+02  7.449e-01  4.344e-01
  138  2015-07-28T19:41:44  7.605e+02  7.449e-01  4.344e-01
  139  2015-07-28T19:41:46  7.605e+02  7.449e-01  4.344e-01
  140  2015-07-28T19:41:47  7.605e+02  7.449e-01  4.345e-01
  141  2015-07-28T19:41:49  7.605e+02  7.449e-01  4.344e-01
  142  2015-07-28T19:41:50  7.605e+02  7.449e-01  4.344e-01
  143  2015-07-28T19:41:51  7.605e+02  7.449e-01  4.345e-01
  144  2015-07-28T19:41:52  7.605e+02  7.449e-01  4.345e-01
  145  2015-07-28T19:41:54  7.605e+02  7.449e-01  4.345e-01
  146  2015-07-28T19:41:55  7.605e+02  7.449e-01  4.345e-01
  147  2015-07-28T19:41:56  7.605e+02  7.449e-01  4.345e-01
  148  2015-07-28T19:41:57  7.605e+02  7.449e-01  4.345e-01
  149  2015-07-28T19:41:58  7.605e+02  7.449e-01  4.345e-01
  150  2015-07-28T19:42:00  7.605e+02  7.449e-01  4.345e-01
  151  2015-07-28T19:42:01  7.605e+02  7.449e-01  4.345e-01
  152  2015-07-28T19:42:03  7.605e+02  7.449e-01  4.345e-01
  153  2015-07-28T19:42:04  7.605e+02  7.449e-01  4.345e-01
  154  2015-07-28T19:42:05  7.605e+02  7.449e-01  4.345e-01
  155  2015-07-28T19:42:06  7.605e+02  7.449e-01  4.345e-01
  156  2015-07-28T19:42:08  7.605e+02  7.449e-01  4.345e-01
  157  2015-07-28T19:42:09  7.605e+02  7.449e-01  4.345e-01
  158  2015-07-28T19:42:10  7.605e+02  7.449e-01  4.345e-01
  159  2015-07-28T19:42:11  7.605e+02  7.449e-01  4.345e-01
