Neural: BP training started. 2015-07-28T19:38:39
Parallel processing over 32 cores.

Training on 1352 images.
Hashing images...
 1352 unique images after hashing.
 ...hashing completed. 0.0 min.
2 unique elements included:  Pd, Cu
Hidden layer structure:
 Pd: (4, 20)
 Cu: (4, 20)
Symmetry functions for each element:
 Pd: 32
 Cu: 32
Initializing with random weights.
Initializing with random scalings.
Calculating neighborlist for each atom...
 Saved neighborlist file ../neighborlists.json loaded with 1352 entries.
 Calculating 0 of 1352 neighborlists.
Calculating atomic fingerprints...
 Reading fingerprints from ../fingerprints.json...
 ...fingerprints read 0.0 min.
 Calculating 0 of 1352 fingerprints. (1352 exist in file.)
Calculating derivatives of atomic fingerprints with respect to coordinates...
 Reading fingerprint derivatives from file ../fingerprint-derivatives.json
 ...fingerprint derivatives read. 0.0 min.
 Calculating 0 of 1352 fingerprint derivatives. (1352 exist in file.)
 ...all fingerprint operations complete. 0.1 min.
Re-shaping data to send to fortran90...
 ...data re-shaped. 0.0 min.
Sending data to fortran90...
 ...data sent to fortran90. 0.0 min.
Initial parameters saved in file ./initial-parameters.json.
Starting optimization of cost function...
 Energy goal: 1.000e-03
 Force goal: 5.000e-03
 Cost function force coefficient: 0.040000
                                         (Energy           
                                 Cost  per Atom)      Force
 Step                 Time   Function       RMSE       RMSE
=====  ===================  =========  =========  =========
    0  2015-07-28T19:38:52  7.326e+03  2.326e+00  4.327e-01
    1  2015-07-28T19:38:53  1.127e+10  2.887e+03  4.337e-01
    2  2015-07-28T19:38:54  5.952e+05  2.098e+01  4.337e-01
    3  2015-07-28T19:38:55  3.895e+04  5.367e+00  4.337e-01
    4  2015-07-28T19:38:56  6.671e+03  2.220e+00  4.333e-01
    5  2015-07-28T19:38:58  5.427e+03  2.002e+00  4.334e-01
    6  2015-07-28T19:38:59  2.079e+03  1.234e+00  5.948e-01
    7  2015-07-28T19:39:00  4.594e+03  1.841e+00  4.332e-01
    8  2015-07-28T19:39:01  2.616e+03  1.389e+00  4.175e-01
    9  2015-07-28T19:39:03  1.966e+03  1.201e+00  5.411e-01
   10  2015-07-28T19:39:04  2.152e+04  3.977e+00  1.585e+00
   11  2015-07-28T19:39:05  2.141e+03  1.255e+00  4.366e-01
   12  2015-07-28T19:39:07  1.775e+03  1.142e+00  4.721e-01
   13  2015-07-28T19:39:08  1.992e+03  1.210e+00  4.699e-01
   14  2015-07-28T19:39:09  1.668e+03  1.107e+00  4.540e-01
   15  2015-07-28T19:39:11  1.588e+03  1.079e+00  5.102e-01
   16  2015-07-28T19:39:12  1.562e+03  1.068e+00  6.164e-01
   17  2015-07-28T19:39:14  1.456e+03  1.026e+00  7.893e-01
   18  2015-07-28T19:39:15  9.718e+02  8.426e-01  4.712e-01
   19  2015-07-28T19:39:16  2.909e+03  1.464e+00  4.711e-01
   20  2015-07-28T19:39:18  7.979e+02  7.625e-01  4.678e-01
   21  2015-07-28T19:39:19  1.171e+03  9.260e-01  4.586e-01
   22  2015-07-28T19:39:20  7.398e+02  7.338e-01  4.659e-01
   23  2015-07-28T19:39:21  7.301e+02  7.290e-01  4.648e-01
   24  2015-07-28T19:39:22  1.638e+03  1.097e+00  4.524e-01
   25  2015-07-28T19:39:24  7.337e+02  7.309e-01  4.622e-01
   26  2015-07-28T19:39:25  7.215e+02  7.246e-01  4.636e-01
   27  2015-07-28T19:39:26  7.028e+02  7.150e-01  4.628e-01
   28  2015-07-28T19:39:27  6.329e+02  6.780e-01  4.606e-01
   29  2015-07-28T19:39:29  6.002e+02  6.515e-01  6.987e-01
   30  2015-07-28T19:39:30  5.606e+02  6.349e-01  5.386e-01
   31  2015-07-28T19:39:31  8.918e+02  7.866e-01  1.010e+00
   32  2015-07-28T19:39:33  5.412e+02  6.221e-01  5.764e-01
   33  2015-07-28T19:39:34  5.056e+02  6.000e-01  5.920e-01
   34  2015-07-28T19:39:35  4.281e+02  5.484e-01  6.309e-01
   35  2015-07-28T19:39:37  4.362e+02  5.085e-01  1.266e+00
   36  2015-07-28T19:39:38  3.934e+02  5.130e-01  8.333e-01
   37  2015-07-28T19:39:40  3.468e+02  4.882e-01  6.745e-01
   38  2015-07-28T19:39:41  3.309e+02  4.739e-01  7.106e-01
   39  2015-07-28T19:39:42  2.980e+02  4.477e-01  7.071e-01
   40  2015-07-28T19:39:43  1.776e+02  3.341e-01  7.022e-01
   41  2015-07-28T19:39:44  3.711e+03  1.649e+00  8.090e-01
   42  2015-07-28T19:39:45  1.664e+02  3.210e-01  7.084e-01
   43  2015-07-28T19:39:47  1.443e+02  2.928e-01  7.246e-01
   44  2015-07-28T19:39:48  1.509e+02  2.956e-01  7.790e-01
   45  2015-07-28T19:39:49  1.179e+02  2.536e-01  7.570e-01
   46  2015-07-28T19:39:51  1.402e+02  3.060e-01  5.016e-01
   47  2015-07-28T19:39:52  9.755e+01  2.436e-01  5.662e-01
   48  2015-07-28T19:39:53  2.151e+02  3.859e-01  5.046e-01
   49  2015-07-28T19:39:55  8.939e+01  2.335e-01  5.381e-01
   50  2015-07-28T19:39:56  1.155e+02  2.717e-01  5.385e-01
   51  2015-07-28T19:39:57  8.696e+01  2.297e-01  5.374e-01
   52  2015-07-28T19:39:59  8.249e+01  2.226e-01  5.353e-01
   53  2015-07-28T19:40:00  9.168e+01  2.359e-01  5.514e-01
   54  2015-07-28T19:40:01  8.054e+01  2.190e-01  5.386e-01
   55  2015-07-28T19:40:02  7.710e+01  2.128e-01  5.420e-01
   56  2015-07-28T19:40:03  6.894e+01  2.003e-01  5.216e-01
   57  2015-07-28T19:40:04  3.501e+02  4.994e-01  4.904e-01
   58  2015-07-28T19:40:06  6.689e+01  1.974e-01  5.127e-01
   59  2015-07-28T19:40:07  6.565e+01  1.963e-01  5.011e-01
   60  2015-07-28T19:40:09  2.550e+02  4.242e-01  4.662e-01
   61  2015-07-28T19:40:10  6.490e+01  1.952e-01  4.975e-01
